Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.03700"
"0.05000","0.00105","0.00921"
"0.10000","0.00864","-0.01406"
"0.15000","0.02328","0.01589"
"0.20000","0.04228","-0.01447"
"0.25000","0.05753","-0.02885"
"0.30000","0.07263","-0.01774"
"0.35000","0.08747","-0.00871"
"0.40000","0.10277","-0.02029"
"0.45000","0.11753","0.00094"
"0.50000","0.13275","-0.02447"
"0.55000","0.14751","-0.02533"
"0.60000","0.16282","-0.01335"
"0.65000","0.17777","-0.01059"
"0.70000","0.19278","-0.00899"
"0.75000","0.20757","-0.01465"
"0.80000","0.22265","0.02497"
"0.85000","0.23788","-0.00089"
"0.90000","0.25254","-0.01171"
"0.95000","0.26765","0.03301"
"1.00000","0.28240","0.01011"
"1.05000","0.29789","0.00183"
"1.10000","0.31262","0.02085"
"1.15000","0.32767","-0.01435"
"1.20000","0.34245","0.04019"
"1.25000","0.35791","0.00765"
"1.30000","0.37296","0.00236"
"1.35000","0.38772","0.01230"
"1.40000","0.40274","0.00607"
"1.45000","0.41768","0.01339"
"1.50000","0.43286","0.00638"
"1.55000","0.44747","-0.00303"
"1.60000","0.46267","0.02127"
"1.65000","0.47752","0.01899"
"1.70000","0.49288","0.00749"
"1.75000","0.50761","0.04207"
"1.80000","0.52270","0.01754"
"1.85000","0.53779","0.03657"
"1.90000","0.55283","0.02362"
"1.95000","0.56769","0.03051"
"2.00000","0.58261","0.02748"
"2.05000","0.59766","0.03238"
"2.10000","0.61266","0.06796"
"2.15000","0.62770","0.08246"
"2.20000","0.64247","0.06429"
"2.25000","0.65762","0.02973"
"2.30000","0.67274","0.02175"
"2.35000","0.68789","0.03221"
"2.40000","0.70254","0.02852"
"2.45000","0.71775","0.02054"
"2.50000","0.73263","0.03628"
"2.55000","0.74790","0.02176"
"2.60000","0.76246","0.04567"
"2.65000","0.77738","0.04101"
"2.70000","0.79270","0.02714"
"2.75000","0.80778","0.06146"
"2.80000","0.82275","0.02708"
"2.85000","0.83748","0.05399"
"2.90000","0.85297","0.04560"
"2.95000","0.86768","0.05952"
"3.00000","0.88282","0.04057"
"3.05000","0.89742","0.04826"
"3.10000","0.91291","0.03902"
"3.15000","0.92767","0.07067"
"3.20000","0.94270","0.05699"
