Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.12535"
"0.05000","0.00107","0.08983"
"0.10000","0.00864","0.06014"
"0.15000","0.02301","0.10323"
"0.20000","0.04209","0.03466"
"0.25000","0.05744","-0.00612"
"0.30000","0.07257","0.00904"
"0.35000","0.08737","0.02127"
"0.40000","0.10264","-0.04752"
"0.45000","0.11742","-0.04492"
"0.50000","0.13267","-0.04507"
"0.55000","0.14738","-0.06596"
"0.60000","0.16272","-0.07774"
"0.65000","0.17765","-0.07383"
"0.70000","0.19264","-0.10153"
"0.75000","0.20733","-0.11482"
"0.80000","0.22244","-0.13612"
"0.85000","0.23786","-0.13728"
"0.90000","0.25250","-0.15753"
"0.95000","0.26757","-0.19818"
"1.00000","0.28230","-0.17806"
"1.05000","0.29775","-0.20040"
"1.10000","0.31250","-0.22920"
"1.15000","0.32764","-0.21923"
"1.20000","0.34254","-0.24849"
"1.25000","0.35786","-0.25057"
"1.30000","0.37270","-0.27546"
"1.35000","0.38755","-0.29089"
"1.40000","0.40260","-0.27466"
"1.45000","0.41753","-0.29131"
"1.50000","0.43271","-0.31915"
"1.55000","0.44734","-0.31915"
"1.60000","0.46251","-0.35818"
"1.65000","0.47738","-0.34501"
"1.70000","0.49274","-0.37677"
"1.75000","0.50756","-0.38088"
"1.80000","0.52262","-0.39798"
"1.85000","0.53764","-0.40383"
"1.90000","0.55271","-0.41869"
"1.95000","0.56756","-0.43011"
"2.00000","0.58247","-0.45829"
"2.05000","0.59757","-0.45840"
"2.10000","0.61256","-0.47324"
"2.15000","0.62756","-0.43915"
"2.20000","0.64217","-0.42047"
"2.25000","0.65751","-0.52114"
"2.30000","0.67281","-0.53826"
"2.35000","0.68789","-0.58193"
"2.40000","0.70248","-0.58404"
"2.45000","0.71767","-0.60090"
"2.50000","0.73249","-0.59704"
"2.55000","0.74777","-0.63043"
"2.60000","0.76249","-0.62314"
"2.65000","0.77743","-0.64153"
"2.70000","0.79256","-0.66507"
"2.75000","0.80755","-0.67458"
"2.80000","0.82260","-0.67637"
"2.85000","0.83734","-0.69236"
"2.90000","0.85283","-0.73189"
"2.95000","0.86755","-0.72005"
"3.00000","0.88272","-0.73941"
"3.05000","0.89728","-0.77232"
"3.10000","0.91277","-0.78282"
"3.15000","0.92755","-0.77982"
"3.20000","0.94259","-0.79872"
"3.25000","0.95741","-0.80493"
"3.30000","0.97248","-0.83034"
"3.35000","0.98771","-0.81630"
"3.40000","1.00250","-0.84655"
"3.45000","1.01763","-0.87918"
"3.50000","1.03238","-0.86514"
"3.55000","1.04791","-0.90413"
"3.60000","1.06236","-0.88926"
"3.65000","1.07752","-0.92349"
"3.70000","1.09234","-0.93145"
"3.75000","1.10781","-0.92823"
"3.80000","1.12265","-0.95278"
"3.85000","1.13749","-0.97221"
"3.90000","1.15251","-1.00373"
"3.95000","1.16754","-0.99487"
"4.00000","1.18280","-0.99923"
"4.05000","1.19754","-1.01937"
"4.10000","1.21263","-1.04197"
"4.15000","1.22757","-1.03409"
"4.20000","1.24271","-1.06923"
"4.25000","1.25739","-1.05813"
"4.30000","1.27255","-1.11036"
"4.35000","1.28751","-1.10101"
"4.40000","1.30264","-1.11202"
"4.45000","1.31746","-1.12802"
"4.50000","1.33245","-1.13581"
"4.55000","1.34759","-1.16153"
"4.60000","1.36274","-1.17513"
"4.65000","1.37765","-1.16365"
"4.70000","1.39249","-1.21523"
"4.75000","1.40762","-1.21040"
"4.80000","1.42254","-1.23545"
"4.85000","1.43775","-1.24155"
"4.90000","1.45235","-1.23878"
"4.95000","1.46751","-1.27052"
"5.00000","1.48235","-1.26815"
"5.05000","1.49773","-1.30503"
"5.10000","1.51238","-1.30877"
"5.15000","1.52759","-1.33599"
"5.20000","1.54272","-1.33057"
"5.25000","1.55776","-1.34726"
"5.30000","1.57259","-1.36897"
"5.35000","1.58744","-1.40749"
"5.40000","1.60277","-1.41667"
"5.45000","1.61745","-1.43310"
"5.50000","1.63260","-1.44436"
"5.55000","1.64721","-1.44075"
"5.60000","1.66269","-1.48554"
"5.65000","1.67752","-1.46411"
"5.70000","1.69268","-1.48876"
"5.75000","1.70751","-1.50329"
"5.80000","1.72274","-1.52773"
"5.85000","1.73778","-1.53575"
"5.90000","1.75261","-1.54769"
"5.95000","1.76762","-1.54141"
"6.00000","1.78241","-1.58507"
"6.05000","1.79769","-1.58219"
"6.10000","1.81239","-1.60414"
"6.15000","1.82753","-1.61992"
"6.20000","1.84230","-1.62998"
"6.25000","1.85776","-1.66995"
"6.30000","1.87267","-1.63624"
"6.35000","1.88766","-1.66701"
"6.40000","1.90257","-1.69262"
"6.45000","1.91768","-1.68832"
"6.50000","1.93261","-1.69972"
"6.55000","1.94739","-1.72931"
"6.60000","1.96238","-1.73997"
"6.65000","1.97751","-1.75640"
"6.70000","1.99259","-1.73997"
"6.75000","2.00736","-1.76683"
"6.80000","2.02254","-1.78749"
"6.85000","2.03767","-1.78446"
"6.90000","2.05291","-1.81554"
"6.95000","2.06765","-1.79910"
"7.00000","2.08266","-1.83792"
"7.05000","2.09749","-1.85235"
"7.10000","2.11276","-1.86133"
"7.15000","2.12763","-1.87724"
"7.20000","2.14240","-1.88268"
"7.25000","2.15750","-1.90694"
"7.30000","2.17251","-1.92344"
"7.35000","2.18770","-1.93201"
"7.40000","2.20237","-1.95839"
"7.45000","2.21774","-1.96872"
"7.50000","2.23245","-1.97429"
"7.55000","2.24769","-2.00518"
"7.60000","2.26236","-1.98906"
"7.65000","2.27771","-2.03378"
"7.70000","2.29261","-2.03064"
"7.75000","2.30766","-2.04548"
"7.80000","2.32256","-2.07126"
"7.85000","2.33736","-2.06685"
"7.90000","2.35270","-2.09618"
"7.95000","2.36748","-2.10799"
"8.00000","2.38277","-2.10470"
"8.05000","2.39736","-2.12397"
"8.10000","2.41289","-2.15171"
"8.15000","2.42746","-2.16119"
"8.20000","2.44275","-2.17013"
"8.25000","2.45739","-2.17063"
"8.30000","2.47263","-2.15775"
"8.35000","2.48759","-2.19741"
"8.40000","2.50251","-2.25601"
"8.45000","2.51750","-2.28215"
"8.50000","2.53238","-2.29650"
"8.55000","2.54775","-2.30303"
"8.60000","2.56267","-2.31320"
"8.65000","2.57770","-2.29578"
"8.70000","2.59246","-2.34238"
"8.75000","2.60772","-2.34991"
"8.80000","2.62249","-2.35831"
"8.85000","2.63760","-2.38607"
"8.90000","2.65243","-2.39447"
"8.95000","2.66762","-2.40593"
"9.00000","2.68252","-2.41913"
"9.05000","2.69752","-2.42971"
"9.10000","2.71250","-2.45735"
"9.15000","2.72772","-2.45269"
"9.20000","2.74269","-2.47469"
"9.25000","2.75753","-2.48141"
"9.30000","2.77258","-2.50015"
"9.35000","2.78743","-2.50586"
"9.39100","2.80006","-2.52076"
"9.39200","2.80036","-2.52148"
"9.39300","2.80066","-2.52210"
"9.44300","2.81020","-2.60642"
"9.49300","2.80180","-2.52658"
"9.54300","2.78804","-2.53141"
"9.59300","2.77030","-2.51834"
"9.64300","2.75505","-2.49018"
"9.69300","2.73963","-2.46320"
"9.74300","2.72458","-2.46817"
"9.79300","2.70939","-2.44106"
"9.84300","2.69456","-2.43120"
"9.89300","2.67950","-2.41356"
"9.94300","2.66433","-2.39748"
"9.99300","2.64940","-2.41946"
"10.04300","2.63449","-2.37158"
"10.09300","2.61968","-2.36252"
"10.14300","2.60450","-2.33102"
"10.19300","2.58960","-2.34019"
"10.24300","2.57446","-2.35022"
"10.29300","2.55964","-2.29280"
"10.34300","2.54432","-2.28819"
"10.39300","2.52937","-2.28219"
"10.44300","2.51424","-2.25837"
"10.49300","2.49961","-2.24121"
"10.54300","2.48444","-2.17197"
"10.59300","2.46956","-2.17855"
"10.64300","2.45437","-2.18157"
