Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.04549"
"0.05000","0.00103","0.10288"
"0.10000","0.00850","0.02508"
"0.15000","0.02254","0.07808"
"0.20000","0.04149","0.07537"
"0.25000","0.05708","-0.00151"
"0.30000","0.07190","0.05616"
"0.35000","0.08742","0.05675"
"0.40000","0.10213","0.03251"
"0.45000","0.11708","0.03909"
"0.50000","0.13203","0.03756"
"0.55000","0.14717","0.06699"
"0.60000","0.16227","0.03203"
"0.65000","0.17698","0.04368"
"0.70000","0.19225","0.03696"
"0.75000","0.20707","0.05114"
"0.80000","0.22245","0.03864"
"0.85000","0.23696","0.06221"
"0.90000","0.25227","0.03974"
"0.95000","0.26703","0.05750"
"1.00000","0.28227","0.04371"
"1.05000","0.29700","0.04658"
"1.10000","0.31204","0.05916"
"1.15000","0.32719","0.04766"
"1.20000","0.34218","0.05561"
"1.25000","0.35723","0.05086"
"1.30000","0.37209","0.05421"
"1.35000","0.38734","0.04267"
"1.40000","0.40216","0.05536"
"1.45000","0.41723","0.06494"
"1.50000","0.43194","0.09882"
"1.55000","0.44720","0.06877"
"1.60000","0.46214","0.04736"
"1.65000","0.47718","0.02714"
"1.70000","0.49198","0.03615"
"1.75000","0.50707","0.02584"
"1.80000","0.52221","0.03174"
"1.85000","0.53735","0.04291"
"1.90000","0.55217","0.03883"
"1.95000","0.56704","0.03705"
"2.00000","0.58225","0.04919"
"2.05000","0.59711","0.04124"
"2.10000","0.61218","0.05199"
"2.15000","0.62689","0.05823"
"2.20000","0.64219","0.02271"
"2.25000","0.65701","0.06327"
"2.30000","0.67224","0.03063"
"2.35000","0.68693","0.05100"
"2.40000","0.70229","0.04541"
"2.45000","0.71720","0.02370"
"2.50000","0.73222","0.05373"
"2.55000","0.74707","0.05255"
"2.60000","0.76208","0.02499"
"2.65000","0.77731","0.03876"
"2.70000","0.79197","0.03792"
"2.75000","0.80711","0.04031"
"2.80000","0.82185","0.05314"
"2.85000","0.83733","0.02936"
"2.90000","0.85208","0.04395"
