Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.05261"
"0.05000","0.00106","0.11228"
"0.10000","0.00870","0.06017"
"0.15000","0.02266","0.09679"
"0.20000","0.04158","0.09219"
"0.25000","0.05719","0.08658"
"0.30000","0.07202","0.07667"
"0.35000","0.08752","0.11801"
"0.40000","0.10218","0.11414"
"0.45000","0.11719","0.11387"
"0.50000","0.13213","0.11796"
"0.55000","0.14727","0.13376"
"0.60000","0.16238","0.14500"
"0.65000","0.17707","0.14716"
"0.70000","0.19233","0.14580"
"0.75000","0.20719","0.17007"
"0.80000","0.22259","0.17676"
"0.85000","0.23706","0.17702"
"0.90000","0.25234","0.19648"
"0.95000","0.26712","0.19461"
"1.00000","0.28240","0.21010"
"1.05000","0.29712","0.22234"
"1.10000","0.31210","0.22494"
"1.15000","0.32722","0.22513"
"1.20000","0.34227","0.25447"
"1.25000","0.35738","0.23889"
"1.30000","0.37218","0.26575"
"1.35000","0.38746","0.26473"
"1.40000","0.40229","0.26909"
"1.45000","0.41732","0.29991"
"1.50000","0.43203","0.32853"
"1.55000","0.44730","0.30321"
"1.60000","0.46222","0.30137"
"1.65000","0.47729","0.30320"
"1.70000","0.49208","0.31397"
"1.75000","0.50720","0.31811"
"1.80000","0.52234","0.31661"
"1.85000","0.53746","0.33050"
"1.90000","0.55226","0.35397"
"1.95000","0.56716","0.35043"
"2.00000","0.58235","0.34482"
"2.05000","0.59716","0.36882"
"2.10000","0.61229","0.39269"
"2.15000","0.62700","0.36963"
"2.20000","0.64230","0.39104"
"2.25000","0.65713","0.40801"
"2.30000","0.67235","0.39443"
"2.35000","0.68705","0.42862"
"2.40000","0.70239","0.41996"
"2.45000","0.71733","0.41982"
"2.50000","0.73230","0.46288"
"2.55000","0.74711","0.44072"
"2.60000","0.76212","0.47259"
"2.65000","0.77742","0.46554"
"2.70000","0.79216","0.46950"
"2.75000","0.80725","0.51459"
"2.80000","0.82196","0.50540"
"2.85000","0.83745","0.49793"
"2.90000","0.85216","0.53431"
"2.95000","0.86730","0.52076"
"3.00000","0.88216","0.54188"
"3.05000","0.89750","0.55834"
"3.10000","0.91239","0.54409"
"3.15000","0.92724","0.58377"
"3.20000","0.94231","0.58040"
"3.25000","0.95718","0.59093"
"3.30000","0.97238","0.60354"
"3.35000","0.98701","0.61945"
"3.40000","1.00222","0.62037"
"3.45000","1.01707","0.64578"
"3.50000","1.03240","0.63105"
"3.55000","1.04721","0.66031"
"3.60000","1.06228","0.66991"
"3.65000","1.07733","0.66559"
"3.70000","1.09236","0.67968"
"3.75000","1.10720","0.68176"
"3.80000","1.12214","0.70275"
"3.85000","1.13723","0.71785"
"3.90000","1.15224","0.71949"
"3.95000","1.16719","0.72330"
"4.00000","1.18196","0.75484"
"4.05000","1.19712","0.74847"
"4.10000","1.21231","0.77087"
"4.15000","1.22745","0.76726"
"4.20000","1.24211","0.79509"
"4.25000","1.25739","0.79115"
"4.30000","1.27221","0.83024"
"4.35000","1.28744","0.80217"
"4.40000","1.30226","0.84221"
"4.45000","1.31717","0.84992"
"4.50000","1.33222","0.86007"
"4.55000","1.34722","0.87219"
"4.60000","1.36226","0.87869"
"4.65000","1.37705","0.89997"
"4.70000","1.39251","0.91333"
"4.75000","1.40717","0.93049"
"4.80000","1.42240","0.92009"
"4.85000","1.43700","0.96855"
"4.90000","1.45241","0.95383"
"4.95000","1.46717","0.99306"
"5.00000","1.48222","0.98034"
"5.05000","1.49713","1.01301"
"5.10000","1.51219","1.01650"
"5.15000","1.52741","1.04997"
"5.20000","1.54214","1.04173"
"5.25000","1.55732","1.06918"
"5.30000","1.57206","1.09953"
"5.35000","1.58763","1.08669"
"5.40000","1.60213","1.11923"
"5.45000","1.61732","1.12044"
"5.50000","1.63204","1.13774"
"5.55000","1.64740","1.16403"
"5.60000","1.66223","1.17448"
"5.65000","1.67716","1.18183"
"5.70000","1.69216","1.21787"
"5.75000","1.70719","1.21637"
"5.80000","1.72235","1.25467"
"5.85000","1.73719","1.26253"
"5.90000","1.75238","1.27199"
"5.95000","1.76724","1.31047"
"6.00000","1.78238","1.33026"
"6.05000","1.79713","1.32578"
"6.10000","1.81226","1.36208"
"6.15000","1.82720","1.38042"
"6.20000","1.84232","1.39438"
"6.25000","1.85715","1.42212"
"6.30000","1.87210","1.43962"
"6.35000","1.88724","1.45908"
"6.40000","1.90239","1.48430"
"6.45000","1.91732","1.51958"
"6.50000","1.93213","1.51807"
"6.55000","1.94734","1.56223"
"6.60000","1.96220","1.57567"
"6.65000","1.97745","1.60947"
"6.70000","1.99208","1.63285"
"6.75000","2.00720","1.64555"
"6.80000","2.02208","1.68862"
"6.85000","2.03741","1.71323"
"6.90000","2.05212","1.73289"
"6.95000","2.06722","1.77271"
"7.00000","2.08234","1.78826"
"7.05000","2.09743","1.83301"
"7.10000","2.11230","1.86540"
"7.15000","2.12707","1.88682"
"7.20000","2.14231","1.92068"
"7.25000","2.15706","1.96541"
"7.30000","2.17231","2.00397"
"7.35000","2.18695","2.02426"
"7.40000","2.20237","2.07124"
"7.45000","2.21720","2.11211"
"7.50000","2.23237","2.15758"
"7.55000","2.24716","2.17481"
"7.60000","2.26236","2.22411"
"7.65000","2.27743","2.26786"
"7.70000","2.29227","2.32192"
"7.75000","2.30729","2.34940"
"7.80000","2.32203","2.41711"
"7.85000","2.33739","2.44501"
"7.90000","2.35204","2.51436"
"7.95000","2.36721","2.56735"
"8.00000","2.38205","2.60682"
"8.05000","2.39742","2.67174"
"8.10000","2.41230","2.72889"
"8.15000","2.42736","2.79294"
"8.20000","2.44225","2.85762"
"8.25000","2.45739","2.92052"
"8.30000","2.47230","2.98410"
"8.35000","2.48717","3.08029"
"8.39300","2.50003","3.13464"
"8.39400","2.50033","3.13735"
"8.39500","2.50063","3.14027"
"8.44500","2.51012","3.14824"
"8.49500","2.50179","3.15530"
"8.54500","2.48769","3.07762"
"8.59500","2.47020","2.99683"
"8.64500","2.45480","2.92871"
"8.69500","2.43950","2.84759"
"8.74500","2.42462","2.78407"
"8.79500","2.40951","2.72449"
"8.84500","2.39422","2.66004"
"8.89500","2.37924","2.59661"
"8.94500","2.36431","2.55178"
"8.99500","2.34956","2.49596"
"9.04500","2.33434","2.44550"
"9.09500","2.31952","2.38186"
"9.14500","2.30420","2.35337"
"9.19500","2.28961","2.31312"
"9.24500","2.27429","2.25236"
"9.29500","2.25940","2.21933"
