Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.07393"
"0.05000","0.00103","0.09110"
"0.10000","0.00863","0.10054"
"0.15000","0.02260","0.08188"
"0.20000","0.04152","0.02366"
"0.25000","0.05713","0.02576"
"0.30000","0.07197","0.04594"
"0.35000","0.08748","0.01790"
"0.40000","0.10214","-0.00191"
"0.45000","0.11716","0.01349"
"0.50000","0.13211","0.00523"
"0.55000","0.14723","0.00594"
"0.60000","0.16233","-0.03594"
"0.65000","0.17705","0.00099"
"0.70000","0.19232","-0.02783"
"0.75000","0.20714","-0.02038"
"0.80000","0.22252","-0.05606"
"0.85000","0.23701","-0.02027"
"0.90000","0.25229","-0.06610"
"0.95000","0.26709","-0.05789"
"1.00000","0.28239","-0.08467"
"1.05000","0.29707","-0.06795"
"1.10000","0.31208","-0.08200"
"1.15000","0.32722","-0.09218"
"1.20000","0.34223","-0.09596"
"1.25000","0.35732","-0.10846"
"1.30000","0.37215","-0.11794"
"1.35000","0.38743","-0.12477"
"1.40000","0.40225","-0.09108"
"1.45000","0.41728","-0.13235"
"1.50000","0.43200","-0.09051"
"1.55000","0.44729","-0.07834"
"1.60000","0.46215","-0.13506"
"1.65000","0.47723","-0.19316"
"1.70000","0.49202","-0.18237"
"1.75000","0.50715","-0.22395"
"1.80000","0.52231","-0.19795"
"1.85000","0.53743","-0.21919"
"1.90000","0.55221","-0.23144"
"1.95000","0.56710","-0.23608"
"2.00000","0.58233","-0.24673"
"2.05000","0.59715","-0.23909"
"2.10000","0.61224","-0.25989"
"2.15000","0.62695","-0.27236"
"2.20000","0.64226","-0.28442"
"2.25000","0.65701","-0.26278"
"2.30000","0.67232","-0.29638"
"2.35000","0.68700","-0.27810"
"2.40000","0.70235","-0.30072"
"2.45000","0.71729","-0.31734"
"2.50000","0.73229","-0.31697"
"2.55000","0.74708","-0.31528"
"2.60000","0.76210","-0.34980"
"2.65000","0.77733","-0.34330"
"2.70000","0.79204","-0.34890"
"2.75000","0.80722","-0.37448"
"2.80000","0.82198","-0.35681"
"2.85000","0.83742","-0.38928"
"2.90000","0.85212","-0.38928"
"2.95000","0.86725","-0.40799"
"3.00000","0.88215","-0.40404"
"3.05000","0.89746","-0.42897"
