Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","4.40487"
"0.05000","0.00107","4.44951"
"0.10000","0.00849","4.44729"
"0.15000","0.02245","4.43161"
"0.20000","0.04170","4.49304"
"0.25000","0.05708","4.53049"
"0.30000","0.07254","4.48077"
"0.35000","0.08733","4.58601"
"0.40000","0.10246","4.59239"
"0.45000","0.11714","4.59225"
"0.50000","0.13246","4.65854"
"0.55000","0.14742","4.65248"
"0.60000","0.16225","4.69972"
"0.65000","0.17729","4.72378"
"0.70000","0.19213","4.73445"
"0.75000","0.20751","4.77339"
"0.80000","0.22221","4.81388"
"0.85000","0.23745","4.80626"
"0.90000","0.25221","4.86954"
"0.95000","0.26771","4.87862"
"1.00000","0.28231","4.90138"
"1.05000","0.29738","4.92060"
"1.10000","0.31228","4.95804"
"1.15000","0.32740","4.97819"
"1.20000","0.34242","5.00287"
"1.25000","0.35712","5.01656"
"1.30000","0.37228","5.06011"
"1.35000","0.38715","5.09742"
"1.40000","0.40257","5.09622"
"1.45000","0.41728","5.14331"
"1.50000","0.43241","5.16260"
"1.55000","0.44735","5.18945"
"1.60000","0.46245","5.20439"
"1.65000","0.47723","5.22762"
"1.70000","0.49237","5.25859"
"1.75000","0.50735","5.30682"
"1.80000","0.52241","5.30697"
"1.85000","0.53732","5.34703"
"1.90000","0.55217","5.35785"
"1.95000","0.56737","5.38741"
"2.00000","0.58249","5.42952"
"2.05000","0.59745","5.44063"
"2.10000","0.61220","5.47044"
"2.15000","0.62743","5.48271"
"2.20000","0.64224","5.52328"
"2.25000","0.65750","5.54869"
"2.30000","0.67214","5.56553"
"2.35000","0.68729","5.60578"
"2.40000","0.70223","5.62091"
"2.45000","0.71741","5.64955"
"2.50000","0.73229","5.68138"
"2.55000","0.74725","5.68919"
"2.60000","0.76253","5.72391"
"2.65000","0.77736","5.74858"
"2.70000","0.79234","5.78779"
"2.75000","0.80707","5.81220"
"2.80000","0.82253","5.81964"
"2.85000","0.83725","5.85943"
"2.90000","0.85239","5.87632"
"2.95000","0.86710","5.90327"
"3.00000","0.88239","5.93357"
"3.05000","0.89737","5.94344"
"3.10000","0.91235","5.98626"
"3.15000","0.92737","6.01031"
"3.20000","0.94236","6.04103"
"3.25000","0.95763","6.06139"
"3.30000","0.97225","6.07574"
"3.35000","0.98738","6.12202"
"3.40000","1.00210","6.14457"
"3.45000","1.01751","6.15059"
"3.50000","1.03217","6.19290"
"3.55000","1.04726","6.21334"
"3.60000","1.06215","6.24078"
"3.65000","1.07742","6.27183"
"3.70000","1.09250","6.28340"
"3.75000","1.10734","6.31817"
"3.80000","1.12242","6.33472"
"3.85000","1.13740","6.37625"
"3.90000","1.15241","6.38139"
"3.95000","1.16721","6.40871"
"4.00000","1.18233","6.44578"
"4.05000","1.19726","6.47366"
"4.10000","1.21240","6.49583"
"4.15000","1.22718","6.52329"
"4.20000","1.24225","6.54277"
"4.25000","1.25733","6.57957"
"4.30000","1.27254","6.59061"
"4.35000","1.28736","6.61700"
"4.40000","1.30232","6.64879"
"4.45000","1.31738","6.65964"
"4.50000","1.33241","6.71290"
"4.55000","1.34741","6.71940"
"4.60000","1.36210","6.75945"
"4.65000","1.37731","6.76961"
"4.70000","1.39212","6.80520"
"4.75000","1.40747","6.83276"
"4.80000","1.42215","6.84907"
"4.85000","1.43753","6.86803"
"4.90000","1.45234","6.89756"
"4.95000","1.46758","6.92753"
"5.00000","1.48223","6.95824"
"5.05000","1.49733","6.97075"
"5.10000","1.51244","6.99920"
"5.15000","1.52726","7.03430"
"5.20000","1.54229","7.04376"
"5.25000","1.55698","7.09429"
"5.30000","1.57249","7.08368"
"5.35000","1.58725","7.14050"
"5.40000","1.60244","7.15284"
"5.45000","1.61714","7.19185"
"5.50000","1.63260","7.20619"
"5.55000","1.64739","7.23208"
"5.60000","1.66243","7.25526"
"5.65000","1.67726","7.29184"
"5.70000","1.69230","7.30615"
"5.75000","1.70748","7.33392"
"5.80000","1.72219","7.35037"
"5.85000","1.73734","7.38505"
"5.90000","1.75211","7.43155"
"5.95000","1.76752","7.42647"
"6.00000","1.78235","7.47288"
"6.05000","1.79741","7.47277"
"6.10000","1.81228","7.52787"
"6.15000","1.82750","7.53141"
"6.20000","1.84230","7.55277"
"6.25000","1.85731","7.59001"
"6.30000","1.87225","7.61244"
"6.35000","1.88734","7.64525"
"6.40000","1.90236","7.66296"
"6.45000","1.91723","7.68577"
"6.50000","1.93230","7.72249"
"6.55000","1.94742","7.73405"
"6.60000","1.96250","7.76896"
"6.65000","1.97729","7.79473"
"6.70000","1.99241","7.80156"
"6.75000","2.00722","7.85002"
"6.80000","2.02253","7.86101"
"6.85000","2.03724","7.90481"
"6.90000","2.05222","7.91469"
"6.95000","2.06722","7.94414"
"7.00000","2.08240","7.96949"
"7.05000","2.09742","7.99772"
"7.10000","2.11223","8.01769"
"7.15000","2.12748","8.04735"
"7.20000","2.14232","8.06494"
"7.25000","2.15750","8.11278"
"7.30000","2.17210","8.12177"
"7.35000","2.18746","8.14141"
"7.40000","2.20224","8.17984"
"7.45000","2.21747","8.18747"
"7.50000","2.23211","8.23666"
"7.55000","2.24723","8.23734"
"7.60000","2.26242","8.27658"
"7.65000","2.27737","8.29696"
"7.70000","2.29248","8.31400"
"7.75000","2.30718","8.36487"
"7.80000","2.32262","8.37472"
"7.85000","2.33726","8.39260"
"7.90000","2.35253","8.42922"
"7.95000","2.36708","8.45893"
"8.00000","2.38249","8.47627"
"8.05000","2.39722","8.50047"
"8.10000","2.41232","8.51522"
"8.15000","2.42716","8.55591"
"8.20000","2.44231","8.58150"
"8.25000","2.45752","8.59635"
"8.30000","2.47247","8.62521"
"8.35000","2.48743","8.65460"
"8.40000","2.50228","8.68733"
"8.45000","2.51740","8.69660"
"8.50000","2.53229","8.73220"
"8.55000","2.54736","8.74698"
"8.60000","2.56214","8.78688"
"8.65000","2.57737","8.81584"
"8.70000","2.59225","8.80665"
"8.75000","2.60725","8.86577"
"8.80000","2.62223","8.87302"
"8.85000","2.63754","8.89367"
"8.90000","2.65242","8.93938"
"8.95000","2.66731","8.96055"
"9.00000","2.68225","8.96234"
"9.05000","2.69737","9.00390"
"9.10000","2.71251","9.04738"
"9.15000","2.72719","9.05709"
"9.20000","2.74225","9.06520"
"9.25000","2.75715","9.10477"
