Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-4.35072"
"0.05000","0.00107","-4.30762"
"0.10000","0.00851","-4.34397"
"0.15000","0.02250","-4.31506"
"0.20000","0.04176","-4.27459"
"0.25000","0.05706","-4.24679"
"0.30000","0.07253","-4.24548"
"0.35000","0.08735","-4.18573"
"0.40000","0.10244","-4.15738"
"0.45000","0.11715","-4.13968"
"0.50000","0.13247","-4.12827"
"0.55000","0.14742","-4.08196"
"0.60000","0.16227","-4.04026"
"0.65000","0.17726","-4.03415"
"0.70000","0.19213","-4.00084"
"0.75000","0.20751","-3.94838"
"0.80000","0.22224","-3.95209"
"0.85000","0.23746","-3.90647"
"0.90000","0.25220","-3.88269"
"0.95000","0.26769","-3.85799"
"1.00000","0.28232","-3.82219"
"1.05000","0.29738","-3.80951"
"1.10000","0.31228","-3.75581"
"1.15000","0.32741","-3.74437"
"1.20000","0.34239","-3.72393"
"1.25000","0.35709","-3.67557"
"1.30000","0.37221","-3.65372"
"1.35000","0.38718","-3.63386"
"1.40000","0.40264","-3.59871"
"1.45000","0.41732","-3.57499"
"1.50000","0.43240","-3.54004"
"1.55000","0.44733","-3.50656"
"1.60000","0.46253","-3.49714"
"1.65000","0.47727","-3.45090"
"1.70000","0.49233","-3.43908"
"1.75000","0.50734","-3.38174"
"1.80000","0.52242","-3.38440"
"1.85000","0.53731","-3.34697"
"1.90000","0.55215","-3.31556"
"1.95000","0.56736","-3.29063"
"2.00000","0.58250","-3.24945"
"2.05000","0.59747","-3.23845"
"2.10000","0.61218","-3.19810"
"2.15000","0.62744","-3.17520"
"2.20000","0.64224","-3.12174"
"2.25000","0.65756","-3.12353"
"2.30000","0.67213","-3.11103"
"2.35000","0.68730","-3.04265"
"2.40000","0.70224","-3.03780"
"2.45000","0.71742","-3.01133"
"2.50000","0.73227","-2.96791"
"2.55000","0.74726","-2.96510"
"2.60000","0.76251","-2.89214"
"2.65000","0.77733","-2.91850"
"2.70000","0.79236","-2.85944"
"2.75000","0.80702","-2.82591"
"2.80000","0.82254","-2.82525"
"2.85000","0.83727","-2.76395"
"2.90000","0.85239","-2.75458"
"2.95000","0.86707","-2.72977"
"3.00000","0.88237","-2.68723"
"3.05000","0.89742","-2.66448"
"3.10000","0.91237","-2.62211"
"3.15000","0.92736","-2.60420"
"3.20000","0.94235","-2.58223"
"3.25000","0.95765","-2.54319"
"3.30000","0.97222","-2.51978"
"3.35000","0.98738","-2.48897"
"3.40000","1.00211","-2.45546"
"3.45000","1.01751","-2.44870"
"3.50000","1.03219","-2.39120"
"3.55000","1.04726","-2.36186"
"3.60000","1.06213","-2.35120"
"3.65000","1.07742","-2.31229"
"3.70000","1.09250","-2.30439"
"3.75000","1.10735","-2.23190"
"3.80000","1.12240","-2.23659"
"3.85000","1.13740","-2.20145"
"3.90000","1.15241","-2.16977"
"3.95000","1.16720","-2.14510"
"4.00000","1.18234","-2.09607"
"4.05000","1.19726","-2.09539"
"4.10000","1.21239","-2.04861"
"4.15000","1.22719","-2.01479"
"4.20000","1.24227","-2.00241"
"4.25000","1.25734","-1.95693"
"4.30000","1.27252","-1.93469"
"4.35000","1.28737","-1.91965"
"4.40000","1.30231","-1.87765"
"4.45000","1.31736","-1.84320"
"4.50000","1.33241","-1.82031"
"4.55000","1.34742","-1.79188"
"4.60000","1.36208","-1.76025"
"4.65000","1.37731","-1.74096"
"4.70000","1.39214","-1.69048"
"4.75000","1.40750","-1.67363"
"4.80000","1.42213","-1.65668"
"4.85000","1.43752","-1.60941"
"4.90000","1.45234","-1.59065"
"4.95000","1.46761","-1.56113"
"5.00000","1.48221","-1.51708"
"5.05000","1.49732","-1.51977"
"5.10000","1.51242","-1.46523"
"5.15000","1.52726","-1.42245"
"5.20000","1.54230","-1.43574"
"5.25000","1.55699","-1.36157"
"5.30000","1.57249","-1.35943"
"5.35000","1.58724","-1.31831"
"5.40000","1.60246","-1.28494"
"5.45000","1.61716","-1.27018"
"5.50000","1.63263","-1.23261"
"5.55000","1.64735","-1.20285"
"5.60000","1.66243","-1.17908"
"5.65000","1.67728","-1.13475"
"5.70000","1.69232","-1.11955"
"5.75000","1.70746","-1.08520"
"5.80000","1.72219","-1.05556"
"5.85000","1.73733","-1.02002"
"5.90000","1.75208","-0.98304"
"5.95000","1.76755","-0.99059"
