Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.07554"
"0.05000","0.00109","0.10171"
"0.10000","0.00886","0.09176"
"0.15000","0.02318","0.14579"
"0.20000","0.04214","0.20636"
"0.25000","0.05752","0.23200"
"0.30000","0.07264","0.26448"
"0.35000","0.08743","0.33491"
"0.40000","0.10271","0.36970"
"0.45000","0.11751","0.43369"
"0.50000","0.13276","0.45316"
"0.55000","0.14747","0.50244"
"0.60000","0.16285","0.56135"
"0.65000","0.17773","0.58934"
"0.70000","0.19279","0.64533"
"0.75000","0.20757","0.67841"
"0.80000","0.22260","0.72858"
"0.85000","0.23783","0.78570"
"0.90000","0.25249","0.81757"
"0.95000","0.26763","0.86203"
"1.00000","0.28236","0.91994"
"1.05000","0.29772","0.96143"
"1.10000","0.31244","1.01431"
"1.15000","0.32779","1.02157"
"1.20000","0.34270","1.09646"
"1.25000","0.35797","1.14295"
"1.30000","0.37276","1.18084"
"1.35000","0.38767","1.22569"
"1.40000","0.40269","1.26252"
"1.45000","0.41763","1.33177"
"1.50000","0.43279","1.38715"
"1.55000","0.44742","1.39082"
"1.60000","0.46264","1.45419"
"1.65000","0.47745","1.51543"
"1.70000","0.49289","1.53896"
"1.75000","0.50767","1.59636"
"1.80000","0.52274","1.62229"
"1.85000","0.53769","1.68335"
"1.90000","0.55280","1.73848"
"1.95000","0.56764","1.75166"
"2.00000","0.58259","1.79854"
"2.05000","0.59765","1.83249"
"2.10000","0.61267","1.87708"
"2.15000","0.62768","1.93357"
"2.20000","0.64243","1.98639"
"2.25000","0.65758","2.06159"
"2.30000","0.67274","2.07690"
"2.35000","0.68788","2.13449"
"2.40000","0.70249","2.16579"
"2.45000","0.71775","2.20494"
"2.50000","0.73239","2.27081"
"2.55000","0.74778","2.30330"
"2.60000","0.76263","2.33329"
"2.65000","0.77765","2.39973"
"2.70000","0.79265","2.44021"
"2.75000","0.80768","2.48553"
"2.80000","0.82270","2.51133"
"2.85000","0.83745","2.59290"
"2.90000","0.85286","2.62676"
"2.95000","0.86762","2.66023"
"3.00000","0.88282","2.69552"
"3.05000","0.89735","2.75860"
"3.10000","0.91284","2.80133"
"3.15000","0.92760","2.85855"
"3.20000","0.94271","2.87666"
"3.25000","0.95753","2.93084"
"3.30000","0.97257","2.99526"
"3.35000","0.98777","3.00872"
"3.40000","1.00258","3.06867"
"3.45000","1.01773","3.09798"
"3.50000","1.03250","3.17331"
"3.55000","1.04800","3.19831"
"3.60000","1.06257","3.24235"
"3.65000","1.07776","3.27598"
"3.70000","1.09244","3.34476"
"3.75000","1.10780","3.37023"
"3.80000","1.12259","3.43275"
"3.85000","1.13755","3.44453"
"3.90000","1.15250","3.50844"
"3.95000","1.16745","3.55200"
"4.00000","1.18282","3.59851"
"4.05000","1.19772","3.62816"
"4.10000","1.21284","3.68443"
"4.15000","1.22766","3.74302"
"4.20000","1.24280","3.77548"
"4.25000","1.25747","3.82160"
"4.30000","1.27264","3.87152"
"4.35000","1.28759","3.91361"
"4.40000","1.30274","3.95776"
"4.45000","1.31754","3.99381"
"4.50000","1.33254","4.03915"
"4.55000","1.34768","4.10928"
"4.60000","1.36285","4.13972"
"4.65000","1.37778","4.17712"
"4.70000","1.39257","4.23594"
"4.75000","1.40773","4.27840"
"4.80000","1.42261","4.32615"
"4.85000","1.43784","4.36264"
"4.90000","1.45241","4.39601"
"4.95000","1.46761","4.47195"
"5.00000","1.48246","4.51004"
"5.05000","1.49787","4.53664"
"5.10000","1.51252","4.57360"
"5.15000","1.52774","4.62332"
"5.20000","1.54273","4.69730"
"5.25000","1.55784","4.71421"
"5.30000","1.57265","4.77099"
"5.35000","1.58745","4.83161"
"5.40000","1.60273","4.85802"
"5.45000","1.61745","4.91261"
"5.50000","1.63272","4.93324"
"5.55000","1.64736","5.00282"
"5.60000","1.66280","5.04806"
"5.65000","1.67763","5.07346"
"5.70000","1.69277","5.12267"
"5.75000","1.70759","5.16960"
"5.80000","1.72281","5.22625"
"5.85000","1.73780","5.26765"
"5.90000","1.75272","5.30428"
"5.95000","1.76769","5.35778"
"6.00000","1.78247","5.42266"
"6.05000","1.79777","5.43654"
"6.10000","1.81250","5.49141"
"6.15000","1.82765","5.52206"
"6.20000","1.84240","5.59200"
"6.25000","1.85783","5.63297"
"6.30000","1.87275","5.66623"
"6.35000","1.88774","5.70515"
"6.40000","1.90265","5.76392"
"6.45000","1.91778","5.81365"
"6.50000","1.93270","5.84237"
"6.55000","1.94761","5.87495"
"6.60000","1.96264","5.95884"
"6.65000","1.97762","5.97869"
"6.70000","1.99270","6.01738"
"6.75000","2.00754","6.06495"
"6.80000","2.02256","6.11916"
"6.85000","2.03756","6.17332"
"6.90000","2.05271","6.19526"
"6.95000","2.06761","6.23720"
"7.00000","2.08282","6.30835"
"7.05000","2.09766","6.34955"
"7.10000","2.11289","6.39102"
"7.15000","2.12771","6.41627"
"7.20000","2.14247","6.48799"
"7.25000","2.15752","6.53260"
"7.30000","2.17263","6.56358"
"7.35000","2.18780","6.60552"
"7.40000","2.20250","6.66808"
"7.45000","2.21784","6.69952"
"7.50000","2.23257","6.76414"
"7.55000","2.24791","6.76787"
"7.60000","2.26243","6.84671"
"7.65000","2.27774","6.90120"
"7.70000","2.29264","6.92976"
"7.75000","2.30774","6.96926"
"7.80000","2.32263","7.00899"
"7.85000","2.33744","7.07055"
