Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.03955"
"0.05000","0.00110","0.10512"
"0.10000","0.00884","0.05302"
"0.15000","0.02323","0.06001"
"0.20000","0.04221","0.08643"
"0.25000","0.05752","0.06611"
"0.30000","0.07264","0.05663"
"0.35000","0.08736","0.10246"
"0.40000","0.10275","0.09874"
"0.45000","0.11767","0.10063"
"0.50000","0.13285","0.07334"
"0.55000","0.14751","0.13219"
"0.60000","0.16288","0.12873"
"0.65000","0.17782","0.11488"
"0.70000","0.19277","0.15206"
"0.75000","0.20758","0.14725"
"0.80000","0.22265","0.14356"
"0.85000","0.23786","0.16417"
"0.90000","0.25257","0.17449"
"0.95000","0.26766","0.17857"
"1.00000","0.28245","0.19387"
"1.05000","0.29792","0.19730"
"1.10000","0.31263","0.21172"
"1.15000","0.32780","0.19793"
"1.20000","0.34261","0.23413"
"1.25000","0.35793","0.22733"
"1.30000","0.37282","0.22477"
"1.35000","0.38767","0.24843"
"1.40000","0.40275","0.24689"
"1.45000","0.41765","0.27611"
"1.50000","0.43288","0.26985"
"1.55000","0.44746","0.27277"
"1.60000","0.46268","0.29909"
"1.65000","0.47752","0.30592"
"1.70000","0.49290","0.28687"
"1.75000","0.50759","0.31920"
"1.80000","0.52260","0.32005"
"1.85000","0.53777","0.33669"
"1.90000","0.55294","0.33489"
"1.95000","0.56774","0.32935"
"2.00000","0.58268","0.36278"
"2.05000","0.59777","0.36418"
"2.10000","0.61277","0.36411"
"2.15000","0.62772","0.39218"
"2.20000","0.64247","0.41836"
"2.25000","0.65766","0.39523"
"2.30000","0.67276","0.38141"
"2.35000","0.68789","0.39685"
"2.40000","0.70258","0.40585"
"2.45000","0.71777","0.42066"
"2.50000","0.73265","0.43304"
"2.55000","0.74792","0.41458"
"2.60000","0.76264","0.43874"
"2.65000","0.77755","0.47064"
"2.70000","0.79266","0.45251"
"2.75000","0.80768","0.48327"
"2.80000","0.82274","0.48545"
"2.85000","0.83749","0.50107"
"2.90000","0.85293","0.51884"
"2.95000","0.86763","0.50625"
"3.00000","0.88281","0.51458"
"3.05000","0.89741","0.53270"
"3.10000","0.91291","0.51694"
"3.15000","0.92766","0.54850"
"3.20000","0.94259","0.54992"
"3.25000","0.95747","0.55452"
"3.30000","0.97266","0.58210"
"3.35000","0.98794","0.55846"
"3.40000","1.00264","0.58625"
"3.45000","1.01779","0.57964"
"3.50000","1.03255","0.59761"
"3.55000","1.04809","0.61002"
"3.60000","1.06263","0.59826"
"3.65000","1.07776","0.61384"
"3.70000","1.09252","0.63971"
"3.75000","1.10785","0.63286"
"3.80000","1.12267","0.64849"
"3.85000","1.13761","0.65046"
"3.90000","1.15260","0.64536"
"3.95000","1.16764","0.69758"
"4.00000","1.18291","0.65905"
"4.05000","1.19765","0.69056"
"4.10000","1.21279","0.68879"
"4.15000","1.22770","0.71846"
"4.20000","1.24283","0.71327"
"4.25000","1.25752","0.72073"
"4.30000","1.27271","0.72934"
"4.35000","1.28763","0.74221"
"4.40000","1.30275","0.74378"
"4.45000","1.31760","0.76839"
"4.50000","1.33260","0.75269"
"4.55000","1.34772","0.77821"
"4.60000","1.36287","0.79479"
"4.65000","1.37769","0.78084"
"4.70000","1.39258","0.80488"
"4.75000","1.40781","0.80315"
"4.80000","1.42272","0.82388"
"4.85000","1.43791","0.82292"
"4.90000","1.45248","0.82490"
"4.95000","1.46765","0.84391"
"5.00000","1.48248","0.86229"
"5.05000","1.49790","0.84255"
"5.10000","1.51262","0.87433"
"5.15000","1.52778","0.86516"
"5.20000","1.54278","0.88794"
"5.25000","1.55785","0.90388"
"5.30000","1.57271","0.87760"
"5.35000","1.58752","0.89854"
"5.40000","1.60286","0.89674"
"5.45000","1.61760","0.91102"
"5.50000","1.63275","0.91406"
"5.55000","1.64736","0.91794"
"5.60000","1.66281","0.94559"
"5.65000","1.67763","0.95241"
"5.70000","1.69285","0.94206"
"5.75000","1.70763","0.95343"
"5.80000","1.72285","0.96137"
