Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.04250"
"0.05000","0.00134","0.06622"
"0.10000","0.00911","0.06351"
"0.15000","0.02453","0.02882"
"0.20000","0.04331","0.06996"
"0.25000","0.05856","0.13294"
"0.30000","0.07361","0.12361"
"0.35000","0.08843","0.17478"
"0.40000","0.10374","0.21600"
"0.45000","0.11853","0.24157"
"0.50000","0.13372","0.25756"
"0.55000","0.14842","0.29538"
"0.60000","0.16387","0.33169"
"0.65000","0.17871","0.36006"
"0.70000","0.19378","0.36223"
"0.75000","0.20853","0.43086"
"0.80000","0.22365","0.45759"
"0.85000","0.23878","0.46722"
"0.90000","0.25354","0.49393"
"0.95000","0.26858","0.54941"
"1.00000","0.28340","0.57538"
"1.05000","0.29883","0.58873"
"1.10000","0.31355","0.62740"
"1.15000","0.32872","0.66260"
"1.20000","0.34358","0.68733"
"1.25000","0.35895","0.72127"
"1.30000","0.37370","0.74338"
"1.35000","0.38849","0.77695"
"1.40000","0.40357","0.82191"
"1.45000","0.41871","0.82583"
"1.50000","0.43387","0.86078"
"1.55000","0.44845","0.90787"
"1.60000","0.46365","0.92222"
"1.65000","0.47855","0.96977"
"1.70000","0.49386","0.98493"
"1.75000","0.50858","1.01017"
"1.80000","0.52373","1.06673"
"1.85000","0.53872","1.09194"
"1.90000","0.55383","1.09176"
"1.95000","0.56860","1.12797"
"2.00000","0.58358","1.17549"
"2.05000","0.59869","1.20298"
"2.10000","0.61373","1.21785"
"2.15000","0.62864","1.26218"
"2.20000","0.64342","1.30054"
"2.25000","0.65862","1.31981"
"2.30000","0.67373","1.36479"
"2.35000","0.68883","1.35668"
"2.40000","0.70348","1.42369"
"2.45000","0.71872","1.44521"
"2.50000","0.73357","1.46758"
"2.55000","0.74887","1.49490"
"2.60000","0.76352","1.53083"
"2.65000","0.77854","1.56963"
"2.70000","0.79356","1.60454"
"2.75000","0.80858","1.60004"
"2.80000","0.82345","1.65725"
"2.85000","0.83848","1.68865"
"2.90000","0.85399","1.70517"
"2.95000","0.86869","1.74545"
"3.00000","0.88381","1.76865"
"3.05000","0.89837","1.82036"
"3.10000","0.91383","1.82342"
"3.15000","0.92858","1.85575"
"3.20000","0.94367","1.89278"
"3.25000","0.95847","1.91819"
"3.30000","0.97360","1.96077"
"3.35000","0.98877","1.97080"
"3.40000","1.00359","2.00447"
"3.45000","1.01871","2.05145"
"3.50000","1.03355","2.06950"
"3.55000","1.04901","2.09865"
"3.60000","1.06359","2.12981"
"3.65000","1.07872","2.16296"
"3.70000","1.09342","2.20287"
"3.75000","1.10882","2.21009"
"3.80000","1.12357","2.24165"
"3.85000","1.13854","2.29051"
"3.90000","1.15350","2.30760"
"3.95000","1.16862","2.34520"
"4.00000","1.18381","2.35701"
"4.05000","1.19862","2.40457"
"4.10000","1.21371","2.43894"
"4.15000","1.22867","2.45905"
"4.20000","1.24366","2.48093"
"4.25000","1.25837","2.52259"
"4.30000","1.27361","2.55961"
"4.35000","1.28864","2.59416"
"4.40000","1.30378","2.59595"
"4.45000","1.31858","2.65090"
"4.50000","1.33358","2.68000"
"4.55000","1.34866","2.70229"
"4.60000","1.36384","2.73030"
"4.65000","1.37871","2.75948"
"4.70000","1.39359","2.79974"
"4.75000","1.40871","2.83746"
"4.80000","1.42365","2.84335"
"4.85000","1.43873","2.88300"
"4.90000","1.45338","2.92650"
"4.95000","1.46866","2.94309"
"5.00000","1.48348","2.97058"
"5.05000","1.49887","2.99567"
"5.10000","1.51350","3.05178"
"5.15000","1.52875","3.05914"
"5.20000","1.54369","3.09198"
"5.25000","1.55886","3.12078"
"5.30000","1.57363","3.15634"
"5.35000","1.58850","3.19995"
"5.40000","1.60378","3.21778"
"5.45000","1.61858","3.22412"
"5.50000","1.63365","3.29145"
