Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.01205"
"0.05000","0.00071","0.02297"
"0.10000","0.00620","-0.01740"
"0.15000","0.01526","0.03885"
"0.20000","0.03108","0.02613"
"0.25000","0.04402","0.03371"
"0.30000","0.05544","0.03714"
"0.35000","0.06703","0.07318"
"0.40000","0.07881","0.07154"
"0.45000","0.09025","0.08526"
"0.50000","0.10217","0.09581"
"0.55000","0.11404","0.12367"
"0.60000","0.12533","0.10741"
"0.65000","0.13727","0.14363"
"0.70000","0.14892","0.15073"
"0.75000","0.16026","0.16277"
"0.80000","0.17259","0.16899"
"0.85000","0.18384","0.18545"
"0.90000","0.19526","0.20481"
"0.95000","0.20724","0.19567"
"1.00000","0.21877","0.21464"
"1.05000","0.23043","0.24057"
"1.10000","0.24229","0.24259"
"1.15000","0.25366","0.25125"
"1.20000","0.26540","0.28578"
"1.25000","0.27712","0.29495"
"1.30000","0.28856","0.29525"
"1.35000","0.30071","0.27550"
"1.40000","0.31239","0.32058"
"1.45000","0.32383","0.31532"
"1.50000","0.33561","0.33501"
"1.55000","0.34727","0.34125"
"1.60000","0.35881","0.35835"
"1.65000","0.37062","0.37164"
"1.70000","0.38209","0.37638"
"1.75000","0.39375","0.38557"
"1.80000","0.40550","0.40832"
"1.85000","0.41707","0.42524"
"1.90000","0.42901","0.43306"
"1.95000","0.44049","0.43711"
"2.00000","0.45186","0.46079"
"2.05000","0.46384","0.46336"
"2.10000","0.47564","0.48657"
"2.15000","0.48727","0.48720"
"2.20000","0.49906","0.49480"
"2.25000","0.51048","0.52274"
"2.30000","0.52202","0.53234"
"2.35000","0.53396","0.53166"
"2.40000","0.54538","0.54347"
"2.45000","0.55734","0.56927"
"2.50000","0.56887","0.58514"
"2.55000","0.58021","0.58652"
"2.60000","0.59215","0.59723"
"2.65000","0.60379","0.62904"
"2.70000","0.61529","0.62426"
"2.75000","0.62739","0.63611"
"2.80000","0.63876","0.64272"
"2.85000","0.65030","0.67612"
"2.90000","0.66244","0.67457"
"2.95000","0.67381","0.69056"
"3.00000","0.68558","0.69715"
"3.05000","0.69720","0.71846"
"3.10000","0.70851","0.72830"
"3.15000","0.72058","0.73806"
"3.20000","0.73231","0.74632"
"3.25000","0.74367","0.77457"
"3.30000","0.75564","0.76384"
"3.35000","0.76709","0.78987"
"3.40000","0.77849","0.79511"
"3.45000","0.79072","0.80444"
"3.50000","0.80222","0.82246"
"3.55000","0.81367","0.83628"
"3.60000","0.82558","0.83756"
"3.65000","0.83703","0.85134"
"3.70000","0.84880","0.87713"
"3.75000","0.86085","0.86608"
"3.80000","0.87206","0.88952"
"3.85000","0.88385","0.91097"
"3.90000","0.89548","0.90900"
"3.95000","0.90684","0.92978"
"4.00000","0.91899","0.93466"
"4.05000","0.93056","0.95500"
"4.10000","0.94196","0.97006"
"4.15000","0.95383","0.96463"
"4.20000","0.96542","0.98357"
"4.25000","0.97697","1.00264"
"4.30000","0.98907","1.01107"
"4.35000","1.00056","1.01261"
"4.40000","1.01216","1.04057"
"4.45000","1.02388","1.04576"
"4.50000","1.03546","1.06065"
"4.55000","1.04737","1.06336"
"4.60000","1.05881","1.08826"
"4.65000","1.07030","1.08780"
"4.70000","1.08220","1.10554"
"4.75000","1.09375","1.11157"
"4.80000","1.10531","1.13452"
"4.85000","1.11714","1.14152"
"4.90000","1.12875","1.15584"
"4.95000","1.14031","1.16356"
"5.00000","1.15213","1.17653"
"5.05000","1.16376","1.19591"
"5.10000","1.17565","1.19975"
