Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00560"
"0.05000","0.00070","-0.03257"
"0.10000","0.00619","-0.01231"
"0.15000","0.01525","0.03394"
"0.20000","0.03107","-0.01040"
"0.25000","0.04400","-0.03565"
"0.30000","0.05540","0.00090"
"0.35000","0.06698","0.03900"
"0.40000","0.07877","0.00944"
"0.45000","0.09024","-0.00835"
"0.50000","0.10212","0.05392"
"0.55000","0.11396","0.03837"
"0.60000","0.12533","0.02253"
"0.65000","0.13726","0.04126"
"0.70000","0.14888","0.07166"
"0.75000","0.16024","0.05566"
"0.80000","0.17253","0.03944"
"0.85000","0.18381","0.08813"
"0.90000","0.19526","0.10189"
"0.95000","0.20720","0.05267"
"1.00000","0.21874","0.09108"
"1.05000","0.23039","0.11851"
"1.10000","0.24226","0.10375"
"1.15000","0.25364","0.11192"
"1.20000","0.26537","0.14875"
"1.25000","0.27709","0.16438"
"1.30000","0.28855","0.13363"
"1.35000","0.30069","0.12736"
"1.40000","0.31237","0.13663"
"1.45000","0.32378","0.15051"
"1.50000","0.33558","0.15210"
"1.55000","0.34724","0.15051"
"1.60000","0.35877","0.16149"
"1.65000","0.37060","0.17521"
"1.70000","0.38206","0.16708"
"1.75000","0.39372","0.19118"
"1.80000","0.40550","0.17980"
"1.85000","0.41704","0.20703"
"1.90000","0.42895","0.18510"
"1.95000","0.44046","0.21216"
"2.00000","0.45184","0.20325"
"2.05000","0.46381","0.22131"
"2.10000","0.47559","0.22736"
"2.15000","0.48725","0.22149"
"2.20000","0.49904","0.22808"
"2.25000","0.51043","0.24241"
"2.30000","0.52199","0.24856"
"2.35000","0.53392","0.24735"
"2.40000","0.54533","0.25122"
"2.45000","0.55732","0.26496"
"2.50000","0.56883","0.27123"
"2.55000","0.58017","0.26545"
"2.60000","0.59215","0.27935"
"2.65000","0.60376","0.28853"
"2.70000","0.61527","0.29579"
"2.75000","0.62735","0.28663"
"2.80000","0.63872","0.30881"
"2.85000","0.65027","0.32086"
