Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00014"
"0.05000","0.00071","0.01922"
"0.10000","0.00605","0.02714"
"0.15000","0.01539","0.03997"
"0.20000","0.03117","0.04567"
"0.25000","0.04404","0.07032"
"0.30000","0.05545","0.07787"
"0.35000","0.06700","0.11513"
"0.40000","0.07876","0.13314"
"0.45000","0.09030","0.12483"
"0.50000","0.10225","0.16830"
"0.55000","0.11408","0.17854"
"0.60000","0.12539","0.19575"
"0.65000","0.13728","0.21622"
"0.70000","0.14893","0.22971"
"0.75000","0.16031","0.25496"
"0.80000","0.17261","0.26194"
"0.85000","0.18386","0.29032"
"0.90000","0.19528","0.30832"
"0.95000","0.20726","0.31465"
"1.00000","0.21874","0.34008"
"1.05000","0.23047","0.36562"
"1.10000","0.24238","0.37329"
"1.15000","0.25363","0.39420"
"1.20000","0.26540","0.42150"
"1.25000","0.27716","0.44883"
"1.30000","0.28861","0.42762"
"1.35000","0.30075","0.47003"
"1.40000","0.31241","0.49269"
"1.45000","0.32386","0.50614"
"1.50000","0.33564","0.51739"
"1.55000","0.34729","0.53295"
"1.60000","0.35885","0.56069"
"1.65000","0.37065","0.58039"
"1.70000","0.38209","0.58488"
"1.75000","0.39378","0.61797"
"1.80000","0.40555","0.63002"
"1.85000","0.41707","0.64848"
"1.90000","0.42900","0.64821"
"1.95000","0.44051","0.68255"
"2.00000","0.45190","0.70834"
"2.05000","0.46385","0.70954"
"2.10000","0.47565","0.74313"
"2.15000","0.48728","0.74364"
"2.20000","0.49897","0.77363"
"2.25000","0.51039","0.78884"
"2.30000","0.52203","0.81223"
"2.35000","0.53407","0.81241"
"2.40000","0.54545","0.84700"
"2.45000","0.55742","0.86880"
"2.50000","0.56892","0.87352"
"2.55000","0.58022","0.89000"
"2.60000","0.59221","0.91908"
"2.65000","0.60379","0.93262"
"2.70000","0.61530","0.95255"
"2.75000","0.62742","0.95483"
"2.80000","0.63877","0.98671"
"2.85000","0.65030","1.01522"
"2.90000","0.66247","1.00552"
"2.95000","0.67386","1.03734"
"3.00000","0.68562","1.06630"
"3.05000","0.69725","1.07495"
"3.10000","0.70857","1.08681"
"3.15000","0.72062","1.10730"
"3.20000","0.73232","1.13906"
"3.25000","0.74368","1.14332"
"3.30000","0.75565","1.16704"
"3.35000","0.76710","1.17898"
"3.40000","0.77850","1.20793"
"3.45000","0.79074","1.22015"
"3.50000","0.80224","1.23499"
"3.55000","0.81371","1.25494"
"3.60000","0.82559","1.27013"
"3.65000","0.83705","1.28924"
"3.70000","0.84885","1.30794"
"3.75000","0.86086","1.31614"
"3.80000","0.87208","1.35580"
"3.85000","0.88390","1.35882"
"3.90000","0.89550","1.38103"
"3.95000","0.90687","1.39420"
"4.00000","0.91896","1.40924"
"4.05000","0.93048","1.44187"
"4.10000","0.94187","1.44326"
"4.15000","0.95388","1.45627"
"4.20000","0.96559","1.48515"
"4.25000","0.97709","1.51769"
"4.30000","0.98912","1.50558"
"4.35000","1.00059","1.53253"
"4.40000","1.01218","1.56577"
"4.45000","1.02389","1.57236"
"4.50000","1.03547","1.58576"
"4.55000","1.04737","1.60713"
"4.60000","1.05879","1.62561"
"4.65000","1.07025","1.65909"
"4.70000","1.08221","1.64840"
"4.75000","1.09389","1.68643"
"4.80000","1.10546","1.70326"
"4.85000","1.11718","1.72045"
"4.90000","1.12871","1.73360"
"4.95000","1.14031","1.74456"
"5.00000","1.15217","1.77870"
"5.05000","1.16380","1.78861"
"5.10000","1.17565","1.80011"
"5.15000","1.18731","1.82985"
"5.20000","1.19888","1.83417"
"5.25000","1.21074","1.86363"
"5.30000","1.22227","1.87701"
"5.35000","1.23379","1.89957"
"5.40000","1.24582","1.91232"
"5.45000","1.25715","1.92819"
"5.50000","1.26858","1.96129"
"5.55000","1.28057","1.95319"
"5.60000","1.29207","1.98552"
"5.65000","1.30388","2.00915"
"5.70000","1.31567","2.01392"
"5.75000","1.32698","2.04139"
"5.80000","1.33893","2.05346"
"5.85000","1.35060","2.07718"
"5.90000","1.36190","2.09745"
"5.95000","1.37404","2.09965"
"6.00000","1.38546","2.13613"
"6.05000","1.39698","2.14697"
"6.10000","1.40920","2.16596"
"6.15000","1.42053","2.17045"
"6.20000","1.43209","2.20463"
"6.25000","1.44396","2.21707"
"6.30000","1.45531","2.22813"
"6.35000","1.46704","2.25093"
"6.40000","1.47900","2.27729"
"6.45000","1.49040","2.28415"
"6.50000","1.50228","2.30711"
"6.55000","1.51392","2.32443"
"6.60000","1.52528","2.35110"
"6.65000","1.53758","2.35367"
"6.70000","1.54900","2.38624"
"6.75000","1.56041","2.39209"
"6.80000","1.57232","2.40753"
"6.85000","1.58376","2.43581"
"6.90000","1.59531","2.44975"
"6.95000","1.60736","2.46369"
"7.00000","1.61874","2.48235"
"7.05000","1.63042","2.50792"
"7.10000","1.64210","2.53145"
"7.15000","1.65356","2.53181"
"7.20000","1.66574","2.55123"
"7.25000","1.67745","2.58450"
"7.30000","1.68886","2.59440"
"7.35000","1.70061","2.60515"
"7.40000","1.71223","2.62310"
"7.45000","1.72379","2.66688"
"7.50000","1.73566","2.65466"
"7.55000","1.74718","2.67982"
"7.60000","1.75878","2.70278"
"7.65000","1.77048","2.72148"
"7.70000","1.78206","2.72862"
"7.75000","1.79387","2.75026"
"7.80000","1.80530","2.77056"
"7.85000","1.81693","2.79534"
"7.90000","1.82880","2.80260"
"7.95000","1.84049","2.83244"
"8.00000","1.85225","2.83596"
"8.05000","1.86417","2.86527"
"8.10000","1.87560","2.87956"
"8.15000","1.88715","2.90296"
"8.20000","1.89906","2.89989"
"8.25000","1.91047","2.94093"
"8.30000","1.92234","2.95279"
"8.35000","1.93401","2.96529"
"8.40000","1.94531","2.97753"
"8.45000","1.95705","3.01008"
"8.50000","1.96875","3.02653"
"8.55000","1.98029","3.03816"
"8.60000","1.99244","3.04884"
"8.65000","2.00392","3.08038"
"8.70000","2.01536","3.09760"
"8.75000","2.02748","3.09969"
"8.80000","2.03885","3.13151"
"8.85000","2.05053","3.14677"
"8.90000","2.06235","3.16770"
"8.95000","2.07364","3.17497"
"9.00000","2.08552","3.19624"
"9.05000","2.09730","3.21237"
"9.10000","2.10871","3.23427"
"9.15000","2.12069","3.23876"
"9.20000","2.13218","3.27226"
"9.25000","2.14342","3.27864"
"9.30000","2.15563","3.30709"
"9.35000","2.16724","3.31387"
"9.40000","2.17870","3.33912"
"9.45000","2.19077","3.34225"
"9.50000","2.20219","3.37378"
"9.55000","2.21371","3.39526"
"9.60000","2.22590","3.39129"
"9.65000","2.23712","3.41955"
"9.70000","2.24893","3.44992"
"9.75000","2.26053","3.45596"
"9.80000","2.27180","3.47062"
"9.85000","2.28403","3.48859"
"9.90000","2.29568","3.52512"
"9.95000","2.30701","3.51418"
"10.00000","2.31888","3.53861"
"10.05000","2.33043","3.56171"
"10.10000","2.34186","3.58848"
"10.15000","2.35412","3.58395"
"10.20000","2.36562","3.60252"
"10.25000","2.37728","3.64134"
"10.30000","2.38891","3.64729"
"10.35000","2.40041","3.66498"
"10.40000","2.41231","3.67326"
"10.45000","2.42385","3.70729"
"10.50000","2.43546","3.72527"
"10.55000","2.44733","3.72399"
"10.60000","2.45878","3.74633"
"10.65000","2.47027","3.77539"
"10.70000","2.48223","3.77980"
"10.75000","2.49380","3.81053"
"10.80000","2.50540","3.81492"
"10.85000","2.51720","3.83342"
"10.90000","2.52883","3.85943"
"10.95000","2.54076","3.87219"
"11.00000","2.55228","3.88345"
"11.05000","2.56382","3.90591"
"11.10000","2.57555","3.93179"
"11.15000","2.58710","3.94078"
"11.20000","2.59865","3.95614"
"11.25000","2.61081","3.98121"
"11.30000","2.62220","3.99302"
"11.35000","2.63362","4.01686"
"11.40000","2.64554","4.01407"
"11.45000","2.65706","4.05435"
"11.50000","2.66884","4.06831"
"11.55000","2.68070","4.07587"
"11.60000","2.69204","4.10250"
"11.65000","2.70379","4.10959"
"11.70000","2.71547","4.13954"
"11.75000","2.72704","4.14824"
"11.80000","2.73927","4.16240"
"11.85000","2.75055","4.19452"
"11.90000","2.76185","4.20458"
"11.95000","2.77402","4.22056"
"12.00000","2.78551","4.23257"
"12.05000","2.79706","4.25569"
"12.06300","2.80022","4.24910"
"12.06400","2.80047","4.24884"
"12.06500","2.80071","4.24870"
"12.11500","2.80847","4.24424"
"12.16500","2.80273","4.26411"
"12.21500","2.79305","4.23167"
"12.26500","2.77844","4.22949"
"12.31500","2.76651","4.20788"
"12.36500","2.75443","4.21029"
"12.41500","2.74292","4.16943"
"12.46500","2.73117","4.14947"
"12.51500","2.71909","4.14583"
"12.56500","2.70771","4.11440"
"12.61500","2.69607","4.10706"
"12.66500","2.68429","4.07705"
"12.71500","2.67282","4.06703"
"12.76500","2.66088","4.05401"
"12.81500","2.64917","4.03256"
"12.86500","2.63791","4.01448"
"12.91500","2.62602","3.99320"
"12.96500","2.61448","3.99231"
"13.01500","2.60284","3.95427"
"13.06500","2.59073","3.95553"
"13.11500","2.57936","3.91998"
"13.16500","2.56789","3.91155"
"13.21500","2.55589","3.90180"
"13.26500","2.54425","3.87288"
"13.31500","2.53266","3.85422"
"13.36500","2.52080","3.84867"
"13.41500","2.50941","3.82715"
"13.46500","2.49766","3.80151"
"13.51500","2.48583","3.78417"
"13.56500","2.47435","3.78453"
"13.61500","2.46252","3.74652"
"13.66500","2.45105","3.73358"
"13.71500","2.43960","3.72270"
"13.76500","2.42761","3.70184"
"13.81500","2.41599","3.68323"
"13.86500","2.40445","3.66567"
"13.91500","2.39256","3.64325"
"13.96500","2.38113","3.63609"
"14.01500","2.36938","3.60455"
"14.06500","2.35759","3.59270"
"14.11500","2.34599","3.57694"
"14.16500","2.33395","3.56746"
"14.21500","2.32261","3.53500"
"14.26500","2.31115","3.53055"
"14.31500","2.29922","3.51700"
"14.36500","2.28776","3.48520"
"14.41500","2.27614","3.47843"
"14.46500","2.26413","3.46101"
"14.51500","2.25289","3.43356"
"14.56500","2.24109","3.42688"
"14.61500","2.22920","3.40647"
"14.66500","2.21778","3.38100"
"14.71500","2.20584","3.37924"
"14.76500","2.19433","3.34376"
"14.81500","2.18279","3.34384"
"14.86500","2.17074","3.30666"
"14.91500","2.15916","3.30032"
"14.96500","2.14778","3.27324"
"15.01500","2.13578","3.28114"
"15.06500","2.12460","3.23115"
"15.11500","2.11290","3.22136"
"15.16500","2.10082","3.22078"
"15.21500","2.08937","3.19462"
"15.26500","2.07770","3.16755"
"15.31500","2.06593","3.16624"
"15.36500","2.05445","3.13343"
"15.41500","2.04257","3.13441"
"15.46500","2.03092","3.09700"
"15.51500","2.01945","3.08731"
"15.56500","2.00746","3.08135"
"15.61500","1.99604","3.05367"
"15.66500","1.98451","3.03011"
"15.71500","1.97234","3.01625"
"15.76500","1.96101","3.00293"
"15.81500","1.94952","2.97765"
"15.86500","1.93771","2.97032"
"15.91500","1.92624","2.94048"
"15.96500","1.91441","2.92145"
"16.01500","1.90241","2.91658"
"16.06500","1.89110","2.89082"
"16.11500","1.87935","2.87538"
"16.16500","1.86765","2.85485"
"16.21500","1.85607","2.84409"
"16.26500","1.84413","2.82555"
"16.31500","1.83255","2.79242"
"16.36500","1.82113","2.79234"
"16.41500","1.80923","2.77647"
"16.46500","1.79755","2.74699"
"16.51500","1.78607","2.72601"
"16.56500","1.77418","2.72064"
"16.61500","1.76279","2.70732"
"16.66500","1.75120","2.66420"
"16.71500","1.73933","2.65986"
"16.76500","1.72775","2.65413"
"16.81500","1.71595","2.61893"
"16.86500","1.70444","2.61114"
"16.91500","1.69283","2.58204"
