Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"14.98300","0.00000","-0.80417"
"14.99300","0.00000","-0.84971"
"15.00300","0.00000","-0.90205"
"15.01300","0.00000","-0.95337"
"15.02300","0.00000","-1.00214"
"15.03300","0.00000","-1.04762"
"15.04300","0.00000","-1.09296"
"15.05300","0.00000","-1.13949"
"15.06300","0.00000","-1.18694"
"15.07300","0.00000","-1.23227"
"15.08300","0.00000","-1.27867"
"15.09300","0.00000","-1.32899"
"15.10300","0.00000","-1.37711"
"15.11300","0.00000","-1.42350"
"15.12300","0.00000","-1.46682"
"15.13300","0.00000","-1.50874"
"15.14300","0.00000","-1.55744"
"15.15300","0.00000","-1.61193"
"15.16300","0.00000","-1.66514"
"15.17300","0.00000","-1.71492"
"15.18300","0.00000","-1.75913"
"15.19300","0.00000","-1.79765"
"15.20300","0.00000","-1.83723"
"15.21300","0.00000","-1.88281"
"15.22300","0.00000","-1.93516"
"15.23300","0.00000","-1.99309"
"15.24300","0.00000","-2.04859"
"15.25300","0.00000","-2.09885"
"15.26300","0.00000","-2.14484"
"15.27300","0.00000","-2.18674"
"15.28300","0.00000","-2.22659"
"15.29300","0.00000","-2.26720"
"15.30300","0.00000","-2.31542"
"15.31300","0.00000","-2.36961"
"15.32300","0.00000","-2.42411"
"15.33300","0.00000","-2.47552"
"15.34300","0.00000","-2.52217"
"15.35300","0.00000","-2.57023"
"15.36300","0.00000","-2.61722"
"15.37300","0.00000","-2.66269"
"15.38300","0.00000","-2.70573"
"15.39300","0.00000","-2.74663"
"15.40300","0.00000","-2.79296"
"15.41300","0.00000","-2.84539"
"15.42300","0.00000","-2.90154"
"15.43300","0.00000","-2.95553"
"15.44300","0.00000","-3.00456"
"15.45300","0.00000","-3.04829"
"15.46300","0.00000","-3.08874"
"15.47300","0.00000","-3.12912"
"15.48300","0.00000","-3.17141"
"15.49300","0.00000","-3.22226"
"15.50300","0.00000","-3.27744"
"15.51300","0.00000","-3.32983"
"15.52300","0.00000","-3.38053"
"15.53300","0.00000","-3.42514"
"15.54300","0.00000","-3.46825"
"15.55300","0.00000","-3.51619"
"15.56300","0.00000","-3.56639"
"15.57300","0.00000","-3.61676"
"15.58300","0.00000","-3.66513"
"15.59300","0.00000","-3.70999"
"15.60300","0.00000","-3.75045"
"15.61300","0.00000","-3.79507"
"15.62300","0.00000","-3.84680"
"15.63300","0.00000","-3.90032"
"15.64300","0.00000","-3.95234"
"15.65300","0.00000","-3.99635"
"15.66300","0.00000","-4.03961"
"15.67300","0.00000","-4.08682"
"15.68300","0.00000","-4.13838"
"15.69300","0.00000","-4.19024"
"15.70300","0.00000","-4.23890"
"15.71300","0.00000","-4.28574"
"15.72300","0.00000","-4.33346"
"15.73300","0.00000","-4.38271"
"15.74300","0.00000","-4.43350"
"15.75300","0.00000","-4.48340"
"15.76300","0.00000","-4.53280"
"15.77300","0.00000","-4.57501"
"15.78300","0.00000","-4.61550"
"15.79300","0.00000","-4.65864"
"15.80300","0.00000","-4.70904"
"15.81300","0.00000","-4.76525"
"15.82300","0.00000","-4.82112"
"15.83300","0.00000","-4.87176"
"15.84300","0.00000","-4.91517"
"15.85300","0.00000","-4.95859"
"15.86300","0.00000","-5.00364"
"15.87300","0.00000","-5.04986"
"15.88300","0.00000","-5.10060"
"15.89300","0.00000","-5.15188"
"15.90300","0.00000","-5.20252"
"15.91300","0.00000","-5.25169"
"15.92300","0.00000","-5.29863"
"15.93300","0.00000","-5.34168"
"15.94300","0.00000","-5.38436"
"15.95300","0.00000","-5.42882"
"15.96300","0.00000","-5.47306"
"15.97300","0.00000","-5.52058"
"15.98300","0.00000","-5.57020"
"15.99300","0.00000","-5.62461"
"16.00300","0.00000","-5.68109"
"16.01300","0.00000","-5.73205"
"16.02300","0.00000","-5.77645"
"16.03300","0.00000","-5.81416"
"16.04300","0.00000","-5.84908"
"16.05300","0.00000","-5.89193"
"16.06300","0.00000","-5.94434"
"16.07300","0.00000","-6.00353"
"16.08300","0.00000","-6.06137"
"16.09300","0.00000","-6.11508"
"16.10300","0.00000","-6.15915"
"16.11300","0.00000","-6.19783"
"16.12300","0.00000","-6.24141"
"16.13300","0.00000","-6.28913"
"16.14300","0.00000","-6.33895"
"16.15300","0.00000","-6.38642"
"16.16300","0.00000","-6.43388"
"16.17300","0.00000","-6.48356"
"16.18300","0.00000","-6.53512"
"16.19300","0.00000","-6.58744"
"16.20300","0.00000","-6.63679"
"16.21300","0.00000","-6.68321"
"16.22300","0.00000","-6.72524"
"16.23300","0.00000","-6.76549"
"16.24300","0.00000","-6.81225"
"16.25300","0.00000","-6.86703"
"16.26300","0.00000","-6.92561"
"16.27300","0.00000","-6.97751"
"16.28300","0.00000","-7.02133"
"16.29300","0.00000","-7.05736"
"16.30300","0.00000","-7.09206"
"16.31300","0.00000","-7.13487"
"16.32300","0.00000","-7.18706"
"16.33300","0.00000","-7.24718"
"16.34300","0.00000","-7.30843"
"16.35300","0.00000","-7.35969"
"16.36300","0.00000","-7.39802"
"16.37300","0.00000","-7.43153"
"16.38300","0.00000","-7.47212"
"16.39300","0.00000","-7.52638"
"16.40300","0.00000","-7.58627"
"16.41300","0.00000","-7.64017"
"16.42300","0.00000","-7.68456"
"16.43300","0.00000","-7.72241"
"16.44300","0.00000","-7.76115"
"16.45300","0.00000","-7.80743"
"16.46300","0.00000","-7.85979"
"16.47300","0.00000","-7.91477"
"16.48300","0.00000","-7.96728"
"16.49300","0.00000","-8.01201"
"16.50300","0.00000","-8.04957"
"16.51300","0.00000","-8.08965"
"16.52300","0.00000","-8.13693"
"16.53300","0.00000","-8.18880"
"16.54300","0.00000","-8.24013"
"16.55300","0.00000","-8.28868"
"16.56300","0.00000","-8.33089"
"16.57300","0.00000","-8.37378"
"16.58300","0.00000","-8.42306"
"16.59300","0.00000","-8.47411"
"16.60300","0.00000","-8.52579"
"16.61300","0.00000","-8.57042"
"16.62300","0.00000","-8.60903"
"16.63300","0.00000","-8.64009"
"16.64300","0.00000","-8.66145"
"16.65300","0.00000","-8.66443"
"16.66300","0.00000","-8.65028"
"16.67300","0.00000","-8.62068"
"16.68300","0.00000","-8.57413"
"16.69300","0.00000","-8.52053"
"16.70300","0.00000","-8.46553"
"16.71300","0.00000","-8.40951"
"16.72300","0.00000","-8.36017"
"16.73300","0.00000","-8.31420"
"16.74300","0.00000","-8.26790"
"16.75300","0.00000","-8.22470"
"16.76300","0.00000","-8.18054"
"16.77300","0.00000","-8.13402"
"16.78300","0.00000","-8.08494"
"16.79300","0.00000","-8.03506"
"16.80300","0.00000","-7.98586"
"16.81300","0.00000","-7.93918"
"16.82300","0.00000","-7.89571"
"16.83300","0.00000","-7.85135"
"16.84300","0.00000","-7.80789"
"16.85300","0.00000","-7.75997"
"16.86300","0.00000","-7.70700"
"16.87300","0.00000","-7.65560"
"16.88300","0.00000","-7.60501"
"16.89300","0.00000","-7.55814"
"16.90300","0.00000","-7.51807"
"16.91300","0.00000","-7.47755"
"16.92300","0.00000","-7.43013"
"16.93300","0.00000","-7.37921"
"16.94300","0.00000","-7.32704"
"16.95300","0.00000","-7.27273"
"16.96300","0.00000","-7.22458"
"16.97300","0.00000","-7.18016"
"16.98300","0.00000","-7.13544"
"16.99300","0.00000","-7.09025"
"17.00300","0.00000","-7.04337"
"17.01300","0.00000","-6.99432"
"17.02300","0.00000","-6.94616"
"17.03300","0.00000","-6.90031"
"17.04300","0.00000","-6.85445"
"17.05300","0.00000","-6.80544"
"17.06300","0.00000","-6.75689"
"17.07300","0.00000","-6.70882"
"17.08300","0.00000","-6.66417"
"17.09300","0.00000","-6.62011"
"17.10300","0.00000","-6.57185"
"17.11300","0.00000","-6.52151"
"17.12300","0.00000","-6.46801"
"17.13300","0.00000","-6.41532"
"17.14300","0.00000","-6.36501"
"17.15300","0.00000","-6.31952"
"17.16300","0.00000","-6.27809"
"17.17300","0.00000","-6.23435"
"17.18300","0.00000","-6.18535"
"17.19300","0.00000","-6.12977"
"17.20300","0.00000","-6.07460"
"17.21300","0.00000","-6.02331"
"17.22300","0.00000","-5.97991"
"17.23300","0.00000","-5.94424"
"17.24300","0.00000","-5.90378"
"17.25300","0.00000","-5.85570"
"17.26300","0.00000","-5.79904"
"17.27300","0.00000","-5.73944"
"17.28300","0.00000","-5.68733"
"17.29300","0.00000","-5.64482"
"17.30300","0.00000","-5.60773"
"17.31300","0.00000","-5.56598"
"17.32300","0.00000","-5.51813"
"17.33300","0.00000","-5.46456"
"17.34300","0.00000","-5.41240"
"17.35300","0.00000","-5.36376"
"17.36300","0.00000","-5.31608"
"17.37300","0.00000","-5.27109"
"17.38300","0.00000","-5.22580"
"17.39300","0.00000","-5.17905"
"17.40300","0.00000","-5.13515"
"17.41300","0.00000","-5.09114"
"17.42300","0.00000","-5.04615"
"17.43300","0.00000","-4.99730"
"17.44300","0.00000","-4.94230"
"17.45300","0.00000","-4.88415"
"17.46300","0.00000","-4.82995"
"17.47300","0.00000","-4.78426"
"17.48300","0.00000","-4.74382"
"17.49300","0.00000","-4.70902"
"17.50300","0.00000","-4.67177"
"17.51300","0.00000","-4.62335"
"17.52300","0.00000","-4.56780"
"17.53300","0.00000","-4.50774"
"17.54300","0.00000","-4.45150"
"17.55300","0.00000","-4.40197"
"17.56300","0.00000","-4.35860"
"17.57300","0.00000","-4.31762"
"17.58300","0.00000","-4.27469"
"17.59300","0.00000","-4.22774"
"17.60300","0.00000","-4.17674"
"17.61300","0.00000","-4.12543"
"17.62300","0.00000","-4.07319"
"17.63300","0.00000","-4.02200"
"17.64300","0.00000","-3.97392"
"17.65300","0.00000","-3.92775"
"17.66300","0.00000","-3.88210"
"17.67300","0.00000","-3.83391"
"17.68300","0.00000","-3.77956"
"17.69300","0.00000","-3.72763"
"17.70300","0.00000","-3.67990"
"17.71300","0.00000","-3.63651"
"17.72300","0.00000","-3.59636"
"17.73300","0.00000","-3.55318"
"17.74300","0.00000","-3.50782"
"17.75300","0.00000","-3.45915"
"17.76300","0.00000","-3.40891"
"17.77300","0.00000","-3.35370"
"17.78300","0.00000","-3.30054"
"17.79300","0.00000","-3.25130"
"17.80300","0.00000","-3.20686"
"17.81300","0.00000","-3.16598"
"17.82300","0.00000","-3.12229"
"17.83300","0.00000","-3.07774"
"17.84300","0.00000","-3.03161"
"17.85300","0.00000","-2.97979"
"17.86300","0.00000","-2.92545"
"17.87300","0.00000","-2.87285"
"17.88300","0.00000","-2.82254"
"17.89300","0.00000","-2.77586"
"17.90300","0.00000","-2.73243"
"17.91300","0.00000","-2.69061"
"17.92300","0.00000","-2.64802"
"17.93300","0.00000","-2.60359"
"17.94300","0.00000","-2.55052"
"17.95300","0.00000","-2.49359"
"17.96300","0.00000","-2.44094"
"17.97300","0.00000","-2.39364"
"17.98300","0.00000","-2.35248"
"17.99300","0.00000","-2.31303"
"18.00300","0.00000","-2.26989"
"18.01300","0.00000","-2.22023"
"18.02300","0.00000","-2.16350"
"18.03300","0.00000","-2.10548"
"18.04300","0.00000","-2.05392"
"18.05300","0.00000","-2.01331"
"18.06300","0.00000","-1.97371"
"18.07300","0.00000","-1.93138"
"18.08300","0.00000","-1.88485"
"18.09300","0.00000","-1.83316"
"18.10300","0.00000","-1.78196"
"18.11300","0.00000","-1.73013"
"18.12300","0.00000","-1.67934"
"18.13300","0.00000","-1.63337"
"18.14300","0.00000","-1.58877"
"18.15300","0.00000","-1.54345"
"18.16300","0.00000","-1.49697"
"18.17300","0.00000","-1.45571"
"18.18300","0.00000","-1.41486"
"18.19300","0.00000","-1.36999"
"18.20300","0.00000","-1.31814"
"18.21300","0.00000","-1.25778"
"18.22300","0.00000","-1.19936"
"18.23300","0.00000","-1.14835"
"18.24300","0.00000","-1.10754"
"18.25300","0.00000","-1.07439"
"18.26300","0.00000","-1.03981"
"18.27300","0.00000","-0.99743"
"18.28300","0.00000","-0.94460"
"18.29300","0.00000","-0.88557"
"18.30300","0.00000","-0.82838"
"18.31300","0.00000","-0.78033"
"18.32300","0.00000","-0.73950"
"18.33300","0.00000","-0.69941"
"18.34300","0.00000","-0.65929"
"18.35300","0.00000","-0.61275"
"18.36300","0.00000","-0.56025"
"18.37300","0.00000","-0.50833"
"18.38300","0.00000","-0.45782"
"18.39300","0.00000","-0.40831"
"18.40300","0.00000","-0.35864"
"18.41300","0.00000","-0.31257"
"18.42300","0.00000","-0.27004"
"18.43300","0.00000","-0.23023"
"18.44300","0.00000","-0.18832"
"18.45300","0.00000","-0.13884"
"18.46300","0.00000","-0.08471"
"18.47300","0.00000","-0.02999"
"18.48300","0.00000","0.02199"
"18.49300","0.00000","0.07075"
"18.50300","0.00000","0.11787"
"18.51300","0.00000","0.16196"
"18.52300","0.00000","0.20801"
"18.53300","0.00000","0.25826"
"18.54300","0.00000","0.31077"
"18.55300","0.00000","0.35850"
"18.56300","0.00000","0.40355"
"18.57300","0.00000","0.45075"
"18.58300","0.00000","0.49847"
"18.59300","0.00000","0.55040"
"18.60300","0.00000","0.60503"
"18.61300","0.00000","0.65901"
"18.62300","0.00000","0.70744"
"18.63300","0.00000","0.74769"
"18.64300","0.00000","0.78560"
"18.65300","0.00000","0.82656"
"18.66300","0.00000","0.87716"
"18.67300","0.00000","0.93362"
"18.68300","0.00000","0.98835"
"18.69300","0.00000","1.03889"
"18.70300","0.00000","1.08392"
"18.71300","0.00000","1.12743"
"18.72300","0.00000","1.17258"
"18.73300","0.00000","1.22075"
"18.74300","0.00000","1.27025"
"18.75300","0.00000","1.31524"
"18.76300","0.00000","1.35954"
"18.77300","0.00000","1.40470"
"18.78300","0.00000","1.45422"
"18.79300","0.00000","1.51087"
"18.80300","0.00000","1.56831"
"18.81300","0.00000","1.61928"
"18.82300","0.00000","1.66197"
"18.83300","0.00000","1.69977"
"18.84300","0.00000","1.73950"
"18.85300","0.00000","1.78940"
"18.86300","0.00000","1.84860"
"18.87300","0.00000","1.90693"
"18.88300","0.00000","1.95807"
"18.89300","0.00000","1.99764"
"18.90300","0.00000","2.03530"
"18.91300","0.00000","2.08008"
"18.92300","0.00000","2.13245"
"18.93300","0.00000","2.18903"
"18.94300","0.00000","2.24102"
"18.95300","0.00000","2.28315"
"18.96300","0.00000","2.32445"
"18.97300","0.00000","2.37018"
"18.98300","0.00000","2.42063"
"18.99300","0.00000","2.47233"
"19.00300","0.00000","2.52287"
"19.01300","0.00000","2.56747"
"19.02300","0.00000","2.60954"
"19.03300","0.00000","2.65764"
"19.04300","0.00000","2.71229"
"19.05300","0.00000","2.76901"
"19.06300","0.00000","2.82215"
"19.07300","0.00000","2.86472"
"19.08300","0.00000","2.89851"
"19.09300","0.00000","2.93375"
"19.10300","0.00000","2.97957"
"19.11300","0.00000","3.03583"
"19.12300","0.00000","3.09801"
"19.13300","0.00000","3.15510"
"19.14300","0.00000","3.20028"
"19.15300","0.00000","3.23923"
"19.16300","0.00000","3.27828"
"19.17300","0.00000","3.32544"
"19.18300","0.00000","3.38137"
"19.19300","0.00000","3.43748"
"19.20300","0.00000","3.48856"
"19.21300","0.00000","3.53259"
"19.22300","0.00000","3.57149"
"19.23300","0.00000","3.61161"
"19.24300","0.00000","3.66253"
"19.25300","0.00000","3.71770"
"19.26300","0.00000","3.77271"
"19.27300","0.00000","3.82536"
"19.28300","0.00000","3.86958"
"19.29300","0.00000","3.91201"
"19.30300","0.00000","3.95524"
"19.31300","0.00000","4.00100"
"19.32300","0.00000","4.04561"
"19.33300","0.00000","4.09123"
"19.34300","0.00000","4.14031"
"19.35300","0.00000","4.19206"
"19.36300","0.00000","4.24840"
"19.37300","0.00000","4.30354"
"19.38300","0.00000","4.35363"
"19.39300","0.00000","4.39666"
"19.40300","0.00000","4.43263"
"19.41300","0.00000","4.47051"
"19.42300","0.00000","4.51729"
"19.43300","0.00000","4.57583"
"19.44300","0.00000","4.63912"
"19.45300","0.00000","4.69583"
"19.46300","0.00000","4.74282"
"19.47300","0.00000","4.78412"
"19.48300","0.00000","4.82655"
"19.49300","0.00000","4.86818"
"19.50300","0.00000","4.91592"
"19.51300","0.00000","4.97048"
"19.52300","0.00000","5.02603"
"19.53300","0.00000","5.07768"
"19.54300","0.00000","5.12508"
"19.55300","0.00000","5.17003"
"19.56300","0.00000","5.21696"
"19.57300","0.00000","5.26366"
"19.58300","0.00000","5.30826"
"19.59300","0.00000","5.34947"
"19.60300","0.00000","5.39705"
"19.61300","0.00000","5.45252"
"19.62300","0.00000","5.50969"
"19.63300","0.00000","5.56543"
"19.64300","0.00000","5.61227"
"19.65300","0.00000","5.65068"
"19.66300","0.00000","5.68575"
"19.67300","0.00000","5.72522"
"19.68300","0.00000","5.77213"
"19.69300","0.00000","5.82831"
"19.70300","0.00000","5.89077"
"19.71300","0.00000","5.94734"
"19.72300","0.00000","5.99512"
"19.73300","0.00000","6.03682"
"19.74300","0.00000","6.07941"
"19.75300","0.00000","6.12400"
"19.76300","0.00000","6.16930"
"19.77300","0.00000","6.21947"
"19.78300","0.00000","6.27006"
"19.79300","0.00000","6.31899"
"19.80300","0.00000","6.36721"
"19.81300","0.00000","6.41548"
"19.82300","0.00000","6.46403"
"19.83300","0.00000","6.51095"
"19.84300","0.00000","6.55921"
"19.85300","0.00000","6.60675"
"19.86300","0.00000","6.65414"
"19.87300","0.00000","6.70705"
"19.88300","0.00000","6.76116"
"19.89300","0.00000","6.81000"
"19.90300","0.00000","6.85319"
"19.91300","0.00000","6.89448"
"19.92300","0.00000","6.93912"
"19.93300","0.00000","6.98956"
"19.94300","0.00000","7.04892"
"19.95300","0.00000","7.10560"
"19.96300","0.00000","7.15828"
"19.97300","0.00000","7.20236"
"19.98300","0.00000","7.24177"
"19.99300","0.00000","7.28360"
"20.00300","0.00000","7.32788"
"20.01300","0.00000","7.37584"
"20.02300","0.00000","7.42726"
"20.03300","0.00000","7.47855"
"20.04300","0.00000","7.52764"
"20.05300","0.00000","7.57752"
"20.06300","0.00000","7.62491"
"20.07300","0.00000","7.66990"
"20.08300","0.00000","7.71903"
"20.09300","0.00000","7.76688"
"20.10300","0.00000","7.81232"
"20.11300","0.00000","7.86462"
"20.12300","0.00000","7.91539"
"20.13300","0.00000","7.96518"
"20.14300","0.00000","8.01632"
"20.15300","0.00000","8.06114"
"20.16300","0.00000","8.09982"
"20.17300","0.00000","8.14147"
"20.18300","0.00000","8.19185"
"20.19300","0.00000","8.24829"
"20.20300","0.00000","8.30737"
"20.21300","0.00000","8.35878"
"20.22300","0.00000","8.40264"
"20.23300","0.00000","8.44437"
"20.24300","0.00000","8.48311"
"20.25300","0.00000","8.52429"
"20.26300","0.00000","8.57543"
"20.27300","0.00000","8.63389"
"20.28300","0.00000","8.69276"
"20.29300","0.00000","8.74545"
"20.30300","0.00000","8.78648"
"20.31300","0.00000","8.80479"
"20.32300","0.00000","8.80137"
"20.33300","0.00000","8.77628"
"20.34300","0.00000","8.73272"
"20.35300","0.00000","8.68303"
"20.36300","0.00000","8.62901"
"20.37300","0.00000","8.57688"
"20.38300","0.00000","8.53078"
"20.39300","0.00000","8.48181"
"20.40300","0.00000","8.43121"
"20.41300","0.00000","8.38018"
"20.42300","0.00000","8.32451"
"20.43300","0.00000","8.26850"
"20.44300","0.00000","8.22127"
"20.45300","0.00000","8.18082"
"20.46300","0.00000","8.13916"
"20.47300","0.00000","8.09551"
"20.48300","0.00000","8.04147"
"20.49300","0.00000","7.98489"
"20.50300","0.00000","7.93361"
"20.51300","0.00000","7.88717"
"20.52300","0.00000","7.84504"
"20.53300","0.00000","7.80454"
"20.54300","0.00000","7.76023"
"20.55300","0.00000","7.70847"
"20.56300","0.00000","7.65425"
"20.57300","0.00000","7.60402"
"20.58300","0.00000","7.55629"
"20.59300","0.00000","7.51179"
"20.60300","0.00000","7.46488"
"20.61300","0.00000","7.41700"
"20.62300","0.00000","7.36814"
"20.63300","0.00000","7.31559"
"20.64300","0.00000","7.26966"
"20.65300","0.00000","7.22519"
"20.66300","0.00000","7.17938"
"20.67300","0.00000","7.13169"
"20.68300","0.00000","7.08283"
"20.69300","0.00000","7.03324"
"20.70300","0.00000","6.98265"
"20.71300","0.00000","6.93590"
"20.72300","0.00000","6.88837"
"20.73300","0.00000","6.83747"
"20.74300","0.00000","6.78569"
"20.75300","0.00000","6.73252"
"20.76300","0.00000","6.68127"
"20.77300","0.00000","6.63707"
"20.78300","0.00000","6.59818"
"20.79300","0.00000","6.55733"
"20.80300","0.00000","6.50691"
"20.81300","0.00000","6.44846"
"20.82300","0.00000","6.38521"
"20.83300","0.00000","6.32896"
"20.84300","0.00000","6.28509"
"20.85300","0.00000","6.25058"
"20.86300","0.00000","6.21751"
"20.87300","0.00000","6.17578"
"20.88300","0.00000","6.12539"
"20.89300","0.00000","6.06866"
"20.90300","0.00000","6.01085"
"20.91300","0.00000","5.95997"
"20.92300","0.00000","5.91014"
"20.93300","0.00000","5.86102"
"20.94300","0.00000","5.81375"
"20.95300","0.00000","5.76878"
"20.96300","0.00000","5.72602"
"20.97300","0.00000","5.68263"
"20.98300","0.00000","5.63708"
"20.99300","0.00000","5.58671"
"21.00300","0.00000","5.53224"
"21.01300","0.00000","5.47877"
"21.02300","0.00000","5.43126"
"21.03300","0.00000","5.38807"
"21.04300","0.00000","5.34509"
"21.05300","0.00000","5.29947"
"21.06300","0.00000","5.24857"
"21.07300","0.00000","5.19271"
"21.08300","0.00000","5.14008"
"21.09300","0.00000","5.09161"
"21.10300","0.00000","5.05006"
"21.11300","0.00000","5.00915"
"21.12300","0.00000","4.96396"
"21.13300","0.00000","4.91374"
"21.14300","0.00000","4.86322"
"21.15300","0.00000","4.81376"
"21.16300","0.00000","4.76247"
"21.17300","0.00000","4.71105"
"21.18300","0.00000","4.65964"
"21.19300","0.00000","4.61051"
"21.20300","0.00000","4.56573"
"21.21300","0.00000","4.52223"
"21.22300","0.00000","4.47564"
"21.23300","0.00000","4.42618"
"21.24300","0.00000","4.37272"
"21.25300","0.00000","4.31761"
"21.26300","0.00000","4.26570"
"21.27300","0.00000","4.22045"
"21.28300","0.00000","4.17790"
"21.29300","0.00000","4.13512"
"21.30300","0.00000","4.08552"
"21.31300","0.00000","4.03070"
"21.32300","0.00000","3.97792"
"21.33300","0.00000","3.92926"
"21.34300","0.00000","3.88794"
"21.35300","0.00000","3.85256"
"21.36300","0.00000","3.81255"
"21.37300","0.00000","3.76319"
"21.38300","0.00000","3.70540"
"21.39300","0.00000","3.64214"
"21.40300","0.00000","3.58595"
"21.41300","0.00000","3.54343"
"21.42300","0.00000","3.50896"
"21.43300","0.00000","3.47075"
"21.44300","0.00000","3.42263"
"21.45300","0.00000","3.36765"
"21.46300","0.00000","3.31277"
"21.47300","0.00000","3.26588"
"21.48300","0.00000","3.22312"
"21.49300","0.00000","3.17841"
"21.50300","0.00000","3.12513"
"21.51300","0.00000","3.06647"
"21.52300","0.00000","3.01304"
"21.53300","0.00000","2.96934"
"21.54300","0.00000","2.93692"
"21.55300","0.00000","2.90363"
"21.56300","0.00000","2.85678"
"21.57300","0.00000","2.79605"
"21.58300","0.00000","2.73165"
"21.59300","0.00000","2.67689"
"21.60300","0.00000","2.63715"
"21.61300","0.00000","2.60516"
"21.62300","0.00000","2.56890"
"21.63300","0.00000","2.52027"
"21.64300","0.00000","2.46250"
"21.65300","0.00000","2.40001"
"21.66300","0.00000","2.34528"
"21.67300","0.00000","2.30135"
"21.68300","0.00000","2.26419"
"21.69300","0.00000","2.22380"
"21.70300","0.00000","2.17598"
"21.71300","0.00000","2.12497"
"21.72300","0.00000","2.07415"
"21.73300","0.00000","2.02538"
"21.74300","0.00000","1.97631"
"21.75300","0.00000","1.92519"
"21.76300","0.00000","1.87494"
"21.77300","0.00000","1.82634"
"21.78300","0.00000","1.78124"
"21.79300","0.00000","1.73797"
"21.80300","0.00000","1.69618"
"21.81300","0.00000","1.65190"
"21.82300","0.00000","1.59944"
"21.83300","0.00000","1.54185"
"21.84300","0.00000","1.48505"
"21.85300","0.00000","1.43532"
"21.86300","0.00000","1.39337"
"21.87300","0.00000","1.35260"
"21.88300","0.00000","1.30811"
"21.89300","0.00000","1.25813"
"21.90300","0.00000","1.20427"
"21.91300","0.00000","1.15126"
"21.92300","0.00000","1.10223"
"21.93300","0.00000","1.06002"
"21.94300","0.00000","1.01999"
"21.95300","0.00000","0.97452"
"21.96300","0.00000","0.92022"
"21.97300","0.00000","0.86359"
"21.98300","0.00000","0.81225"
"21.99300","0.00000","0.76885"
"22.00300","0.00000","0.73015"
"22.01300","0.00000","0.68906"
"22.02300","0.00000","0.64268"
"22.03300","0.00000","0.59120"
"22.04300","0.00000","0.53701"
"22.05300","0.00000","0.48522"
"22.06300","0.00000","0.43465"
"22.07300","0.00000","0.38699"
"22.08300","0.00000","0.34151"
"22.09300","0.00000","0.29329"
"22.10300","0.00000","0.24264"
"22.11300","0.00000","0.19228"
"22.12300","0.00000","0.14456"
"22.13300","0.00000","0.09928"
"22.14300","0.00000","0.05229"
"22.15300","0.00000","0.00056"
"22.16300","0.00000","-0.05562"
"22.17300","0.00000","-0.10588"
"22.18300","0.00000","-0.15033"
"22.19300","0.00000","-0.19316"
"22.20300","0.00000","-0.23699"
"22.21300","0.00000","-0.28761"
"22.22300","0.00000","-0.33851"
"22.23300","0.00000","-0.38915"
"22.24300","0.00000","-0.43736"
"22.25300","0.00000","-0.48109"
"22.26300","0.00000","-0.52235"
"22.27300","0.00000","-0.56478"
"22.28300","0.00000","-0.61035"
"22.29300","0.00000","-0.66118"
"22.30300","0.00000","-0.71492"
"22.31300","0.00000","-0.76733"
"22.32300","0.00000","-0.81754"
"22.33300","0.00000","-0.86681"
"22.34300","0.00000","-0.91233"
"22.35300","0.00000","-0.95586"
"22.36300","0.00000","-0.99615"
"22.37300","0.00000","-1.03336"
"22.38300","0.00000","-1.07637"
"22.39300","0.00000","-1.12482"
"22.40300","0.00000","-1.17979"
"22.41300","0.00000","-1.23908"
"22.42300","0.00000","-1.29398"
"22.43300","0.00000","-1.33796"
"22.44300","0.00000","-1.37224"
"22.45300","0.00000","-1.40790"
"22.46300","0.00000","-1.44947"
"22.47300","0.00000","-1.50386"
"22.48300","0.00000","-1.56486"
"22.49300","0.00000","-1.61925"
"22.50300","0.00000","-1.66674"
"22.51300","0.00000","-1.70860"
"22.52300","0.00000","-1.74875"
"22.53300","0.00000","-1.79423"
"22.54300","0.00000","-1.84295"
"22.55300","0.00000","-1.89284"
"22.56300","0.00000","-1.94069"
"22.57300","0.00000","-1.98765"
"22.58300","0.00000","-2.03436"
"22.59300","0.00000","-2.08517"
"22.60300","0.00000","-2.13587"
"22.61300","0.00000","-2.18076"
"22.62300","0.00000","-2.22847"
"22.63300","0.00000","-2.27567"
"22.64300","0.00000","-2.32193"
"22.65300","0.00000","-2.37200"
"22.66300","0.00000","-2.42449"
"22.67300","0.00000","-2.47668"
"22.68300","0.00000","-2.52382"
"22.69300","0.00000","-2.56742"
"22.70300","0.00000","-2.60799"
"22.71300","0.00000","-2.65299"
"22.72300","0.00000","-2.70339"
"22.73300","0.00000","-2.75471"
"22.74300","0.00000","-2.80709"
"22.75300","0.00000","-2.85618"
"22.76300","0.00000","-2.90162"
"22.77300","0.00000","-2.94539"
"22.78300","0.00000","-2.98949"
"22.79300","0.00000","-3.03741"
"22.80300","0.00000","-3.08762"
"22.81300","0.00000","-3.13804"
"22.82300","0.00000","-3.18325"
"22.83300","0.00000","-3.22904"
"22.84300","0.00000","-3.27818"
"22.85300","0.00000","-3.32705"
"22.86300","0.00000","-3.37869"
"22.87300","0.00000","-3.42449"
"22.88300","0.00000","-3.46795"
"22.89300","0.00000","-3.51362"
"22.90300","0.00000","-3.56206"
"22.91300","0.00000","-3.61510"
"22.92300","0.00000","-3.66811"
