Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"57.51300","0.00000","6.44023"
"57.52300","0.00000","6.37838"
"57.53300","0.00000","6.32482"
"57.54300","0.00000","6.28490"
"57.55300","0.00000","6.24907"
"57.56300","0.00000","6.20954"
"57.57300","0.00000","6.16452"
"57.58300","0.00000","6.11467"
"57.59300","0.00000","6.06070"
"57.60300","0.00000","6.00590"
"57.61300","0.00000","5.95804"
"57.62300","0.00000","5.91121"
"57.63300","0.00000","5.86370"
"57.64300","0.00000","5.81435"
"57.65300","0.00000","5.76100"
"57.66300","0.00000","5.71401"
"57.67300","0.00000","5.67466"
"57.68300","0.00000","5.63557"
"57.69300","0.00000","5.59006"
"57.70300","0.00000","5.53386"
"57.71300","0.00000","5.47531"
"57.72300","0.00000","5.42222"
"57.73300","0.00000","5.38035"
"57.74300","0.00000","5.34268"
"57.75300","0.00000","5.30286"
"57.76300","0.00000","5.25434"
"57.77300","0.00000","5.19636"
"57.78300","0.00000","5.13897"
"57.79300","0.00000","5.08704"
"57.80300","0.00000","5.04040"
"57.81300","0.00000","4.99904"
"57.82300","0.00000","4.95403"
"57.83300","0.00000","4.90502"
"57.84300","0.00000","4.85727"
"57.85300","0.00000","4.81217"
"57.86300","0.00000","4.76330"
"57.87300","0.00000","4.71267"
"57.88300","0.00000","4.66000"
"57.89300","0.00000","4.60458"
"57.90300","0.00000","4.55474"
"57.91300","0.00000","4.50797"
"57.92300","0.00000","4.46397"
"57.93300","0.00000","4.42117"
"57.94300","0.00000","4.37342"
"57.95300","0.00000","4.31947"
"57.96300","0.00000","4.26572"
"57.97300","0.00000","4.21595"
"57.98300","0.00000","4.16935"
"57.99300","0.00000","4.12344"
"58.00300","0.00000","4.07532"
"58.01300","0.00000","4.02254"
"58.02300","0.00000","3.97271"
"58.03300","0.00000","3.92592"
"58.04300","0.00000","3.88282"
"58.05300","0.00000","3.84406"
"58.06300","0.00000","3.80000"
"58.07300","0.00000","3.75020"
"58.08300","0.00000","3.69552"
"58.09300","0.00000","3.63940"
"58.10300","0.00000","3.58850"
"58.11300","0.00000","3.54660"
"58.12300","0.00000","3.50552"
"58.13300","0.00000","3.45972"
"58.14300","0.00000","3.41355"
"58.15300","0.00000","3.36523"
"58.16300","0.00000","3.31457"
"58.17300","0.00000","3.26704"
"58.18300","0.00000","3.21742"
"58.19300","0.00000","3.16721"
"58.20300","0.00000","3.11772"
"58.21300","0.00000","3.06726"
"58.22300","0.00000","3.01723"
"58.23300","0.00000","2.97252"
"58.24300","0.00000","2.93381"
"58.25300","0.00000","2.88982"
"58.26300","0.00000","2.83763"
"58.27300","0.00000","2.78007"
"58.28300","0.00000","2.72143"
"58.29300","0.00000","2.67194"
"58.30300","0.00000","2.63293"
"58.31300","0.00000","2.60064"
"58.32300","0.00000","2.56158"
"58.33300","0.00000","2.51072"
"58.34300","0.00000","2.45336"
"58.35300","0.00000","2.39363"
"58.36300","0.00000","2.33670"
"58.37300","0.00000","2.28892"
"58.38300","0.00000","2.25058"
"58.39300","0.00000","2.21179"
"58.40300","0.00000","2.16853"
"58.41300","0.00000","2.12053"
"58.42300","0.00000","2.06681"
"58.43300","0.00000","2.01304"
"58.44300","0.00000","1.96323"
"58.45300","0.00000","1.91879"
"58.46300","0.00000","1.87233"
"58.47300","0.00000","1.82106"
"58.48300","0.00000","1.77202"
"58.49300","0.00000","1.72464"
"58.50300","0.00000","1.68131"
"58.51300","0.00000","1.63875"
"58.52300","0.00000","1.59160"
"58.53300","0.00000","1.53935"
"58.54300","0.00000","1.48545"
"58.55300","0.00000","1.43551"
"58.56300","0.00000","1.38622"
"58.57300","0.00000","1.33990"
"58.58300","0.00000","1.29639"
"58.59300","0.00000","1.25054"
"58.60300","0.00000","1.20241"
"58.61300","0.00000","1.15184"
"58.62300","0.00000","1.10364"
"58.63300","0.00000","1.05693"
"58.64300","0.00000","1.01036"
"58.65300","0.00000","0.96455"
"58.66300","0.00000","0.91482"
"58.67300","0.00000","0.86538"
"58.68300","0.00000","0.81778"
"58.69300","0.00000","0.76740"
"58.70300","0.00000","0.71509"
"58.71300","0.00000","0.66646"
"58.72300","0.00000","0.62419"
"58.73300","0.00000","0.58071"
"58.74300","0.00000","0.53628"
"58.75300","0.00000","0.49118"
"58.76300","0.00000","0.44073"
"58.77300","0.00000","0.38648"
"58.78300","0.00000","0.33116"
"58.79300","0.00000","0.27763"
"58.80300","0.00000","0.22993"
"58.81300","0.00000","0.19014"
"58.82300","0.00000","0.14890"
"58.83300","0.00000","0.09847"
"58.84300","0.00000","0.04443"
"58.85300","0.00000","-0.01322"
"58.86300","0.00000","-0.06809"
"58.87300","0.00000","-0.11494"
"58.88300","0.00000","-0.15726"
"58.89300","0.00000","-0.19527"
"58.90300","0.00000","-0.23980"
"58.91300","0.00000","-0.29172"
"58.92300","0.00000","-0.34357"
"58.93300","0.00000","-0.39383"
"58.94300","0.00000","-0.44056"
"58.95300","0.00000","-0.48642"
"58.96300","0.00000","-0.53190"
"58.97300","0.00000","-0.57964"
"58.98300","0.00000","-0.62519"
"58.99300","0.00000","-0.66994"
"59.00300","0.00000","-0.71968"
"59.01300","0.00000","-0.76868"
"59.02300","0.00000","-0.81583"
"59.03300","0.00000","-0.86440"
"59.04300","0.00000","-0.91641"
"59.05300","0.00000","-0.96568"
"59.06300","0.00000","-1.00992"
"59.07300","0.00000","-1.05085"
"59.08300","0.00000","-1.08730"
"59.09300","0.00000","-1.13065"
"59.10300","0.00000","-1.18447"
"59.11300","0.00000","-1.24274"
"59.12300","0.00000","-1.29709"
"59.13300","0.00000","-1.34459"
"59.14300","0.00000","-1.38578"
"59.15300","0.00000","-1.42401"
"59.16300","0.00000","-1.46469"
"59.17300","0.00000","-1.51286"
"59.18300","0.00000","-1.56536"
"59.19300","0.00000","-1.61940"
"59.20300","0.00000","-1.66869"
"59.21300","0.00000","-1.71131"
"59.22300","0.00000","-1.75220"
"59.23300","0.00000","-1.79794"
"59.24300","0.00000","-1.85004"
"59.25300","0.00000","-1.89988"
"59.26300","0.00000","-1.94957"
"59.27300","0.00000","-1.99888"
"59.28300","0.00000","-2.04580"
"59.29300","0.00000","-2.09253"
"59.30300","0.00000","-2.13803"
"59.31300","0.00000","-2.18524"
"59.32300","0.00000","-2.23314"
"59.33300","0.00000","-2.27874"
"59.34300","0.00000","-2.32328"
"59.35300","0.00000","-2.37163"
"59.36300","0.00000","-2.42731"
"59.37300","0.00000","-2.48314"
"59.38300","0.00000","-2.53381"
"59.39300","0.00000","-2.57572"
"59.40300","0.00000","-2.61227"
"59.41300","0.00000","-2.65549"
"59.42300","0.00000","-2.70554"
"59.43300","0.00000","-2.75918"
"59.44300","0.00000","-2.81578"
"59.45300","0.00000","-2.86596"
"59.46300","0.00000","-2.90651"
"59.47300","0.00000","-2.94297"
"59.48300","0.00000","-2.98555"
"59.49300","0.00000","-3.03780"
"59.50300","0.00000","-3.09792"
"59.51300","0.00000","-3.15348"
"59.52300","0.00000","-3.19711"
"59.53300","0.00000","-3.23925"
"59.54300","0.00000","-3.28263"
"59.55300","0.00000","-3.32748"
"59.56300","0.00000","-3.37334"
"59.57300","0.00000","-3.42052"
"59.58300","0.00000","-3.47115"
"59.59300","0.00000","-3.52015"
"59.60300","0.00000","-3.56979"
"59.61300","0.00000","-3.61885"
"59.62300","0.00000","-3.67012"
"59.63300","0.00000","-3.72023"
"59.64300","0.00000","-3.76243"
"59.65300","0.00000","-3.80171"
"59.66300","0.00000","-3.84126"
"59.67300","0.00000","-3.88826"
"59.68300","0.00000","-3.94258"
"59.69300","0.00000","-4.00073"
"59.70300","0.00000","-4.05883"
"59.71300","0.00000","-4.10766"
"59.72300","0.00000","-4.15229"
"59.73300","0.00000","-4.19569"
"59.74300","0.00000","-4.24097"
"59.75300","0.00000","-4.28790"
"59.76300","0.00000","-4.33676"
"59.77300","0.00000","-4.38689"
"59.78300","0.00000","-4.43574"
"59.79300","0.00000","-4.48623"
"59.80300","0.00000","-4.53561"
"59.81300","0.00000","-4.58362"
"59.82300","0.00000","-4.63100"
"59.83300","0.00000","-4.67626"
"59.84300","0.00000","-4.72437"
"59.85300","0.00000","-4.77462"
"59.86300","0.00000","-4.82417"
"59.87300","0.00000","-4.87193"
"59.88300","0.00000","-4.91613"
"59.89300","0.00000","-4.95751"
"59.90300","0.00000","-5.00029"
"59.91300","0.00000","-5.04899"
"59.92300","0.00000","-5.10116"
"59.93300","0.00000","-5.15615"
"59.94300","0.00000","-5.21314"
"59.95300","0.00000","-5.26130"
"59.96300","0.00000","-5.30163"
"59.97300","0.00000","-5.34065"
"59.98300","0.00000","-5.38139"
"59.99300","0.00000","-5.43018"
"60.00300","0.00000","-5.48645"
"60.01300","0.00000","-5.53948"
"60.02300","0.00000","-5.58428"
"60.03300","0.00000","-5.62540"
"60.04300","0.00000","-5.66594"
"60.05300","0.00000","-5.71244"
"60.06300","0.00000","-5.76871"
"60.07300","0.00000","-5.82615"
"60.08300","0.00000","-5.87924"
"60.09300","0.00000","-5.92402"
"60.10300","0.00000","-5.95972"
"60.11300","0.00000","-5.99620"
"60.12300","0.00000","-6.04188"
"60.13300","0.00000","-6.09526"
"60.14300","0.00000","-6.15364"
"60.15300","0.00000","-6.20942"
"60.16300","0.00000","-6.25458"
"60.17300","0.00000","-6.29416"
"60.18300","0.00000","-6.33826"
"60.19300","0.00000","-6.38775"
"60.20300","0.00000","-6.44133"
"60.21300","0.00000","-6.49403"
"60.22300","0.00000","-6.53826"
"60.23300","0.00000","-6.57746"
"60.24300","0.00000","-6.61781"
"60.25300","0.00000","-6.66667"
"60.26300","0.00000","-6.72625"
"60.27300","0.00000","-6.78956"
"60.28300","0.00000","-6.84187"
"60.29300","0.00000","-6.88166"
"60.30300","0.00000","-6.91675"
"60.31300","0.00000","-6.95402"
"60.32300","0.00000","-7.00290"
"60.33300","0.00000","-7.05907"
"60.34300","0.00000","-7.11435"
"60.35300","0.00000","-7.16592"
"60.36300","0.00000","-7.21239"
"60.37300","0.00000","-7.25439"
"60.38300","0.00000","-7.29439"
"60.39300","0.00000","-7.33836"
"60.40300","0.00000","-7.38754"
"60.41300","0.00000","-7.43820"
"60.42300","0.00000","-7.48898"
"60.43300","0.00000","-7.53821"
"60.44300","0.00000","-7.58759"
"60.45300","0.00000","-7.63517"
"60.46300","0.00000","-7.67947"
"60.47300","0.00000","-7.72113"
"60.48300","0.00000","-7.76395"
"60.49300","0.00000","-7.81228"
"60.50300","0.00000","-7.86450"
"60.51300","0.00000","-7.91789"
"60.52300","0.00000","-7.96903"
"60.53300","0.00000","-8.01429"
"60.54300","0.00000","-8.05664"
"60.55300","0.00000","-8.09650"
"60.56300","0.00000","-8.13938"
"60.57300","0.00000","-8.18775"
"60.58300","0.00000","-8.23979"
"60.59300","0.00000","-8.29271"
"60.60300","0.00000","-8.34025"
"60.61300","0.00000","-8.38439"
"60.62300","0.00000","-8.42666"
"60.63300","0.00000","-8.47111"
"60.64300","0.00000","-8.52085"
"60.65300","0.00000","-8.57133"
"60.66300","0.00000","-8.61901"
"60.67300","0.00000","-8.65270"
"60.68300","0.00000","-8.66796"
"60.69300","0.00000","-8.66170"
"60.70300","0.00000","-8.63806"
"60.71300","0.00000","-8.60578"
"60.72300","0.00000","-8.56815"
"60.73300","0.00000","-8.52377"
"60.74300","0.00000","-8.46898"
"60.75300","0.00000","-8.41135"
"60.76300","0.00000","-8.36075"
"60.77300","0.00000","-8.31557"
"60.78300","0.00000","-8.27398"
"60.79300","0.00000","-8.22709"
"60.80300","0.00000","-8.17169"
"60.81300","0.00000","-8.11593"
"60.82300","0.00000","-8.06793"
"60.83300","0.00000","-8.02836"
"60.84300","0.00000","-7.99204"
"60.85300","0.00000","-7.95480"
"60.86300","0.00000","-7.90741"
"60.87300","0.00000","-7.84842"
"60.88300","0.00000","-7.78860"
"60.89300","0.00000","-7.73596"
"60.90300","0.00000","-7.69539"
"60.91300","0.00000","-7.65754"
"60.92300","0.00000","-7.61602"
"60.93300","0.00000","-7.56817"
"60.94300","0.00000","-7.51599"
"60.95300","0.00000","-7.46297"
"60.96300","0.00000","-7.41227"
"60.97300","0.00000","-7.36567"
"60.98300","0.00000","-7.31962"
"60.99300","0.00000","-7.27464"
"61.00300","0.00000","-7.22848"
"61.01300","0.00000","-7.18070"
"61.02300","0.00000","-7.13738"
"61.03300","0.00000","-7.09665"
"61.04300","0.00000","-7.05055"
"61.05300","0.00000","-6.99528"
"61.06300","0.00000","-6.93715"
"61.07300","0.00000","-6.88508"
"61.08300","0.00000","-6.84063"
"61.09300","0.00000","-6.80075"
"61.10300","0.00000","-6.75799"
"61.11300","0.00000","-6.71289"
"61.12300","0.00000","-6.66461"
"61.13300","0.00000","-6.61213"
"61.14300","0.00000","-6.56041"
"61.15300","0.00000","-6.50906"
"61.16300","0.00000","-6.46135"
"61.17300","0.00000","-6.41487"
"61.18300","0.00000","-6.36714"
"61.19300","0.00000","-6.32147"
"61.20300","0.00000","-6.27713"
"61.21300","0.00000","-6.23197"
"61.22300","0.00000","-6.18136"
"61.23300","0.00000","-6.12717"
"61.24300","0.00000","-6.07271"
"61.25300","0.00000","-6.02288"
"61.26300","0.00000","-5.98067"
"61.27300","0.00000","-5.93800"
"61.28300","0.00000","-5.89356"
"61.29300","0.00000","-5.84711"
"61.30300","0.00000","-5.79755"
"61.31300","0.00000","-5.74648"
"61.32300","0.00000","-5.69528"
"61.33300","0.00000","-5.64740"
"61.34300","0.00000","-5.60193"
"61.35300","0.00000","-5.55863"
"61.36300","0.00000","-5.51374"
"61.37300","0.00000","-5.46578"
"61.38300","0.00000","-5.41388"
"61.39300","0.00000","-5.36142"
"61.40300","0.00000","-5.31524"
"61.41300","0.00000","-5.27332"
"61.42300","0.00000","-5.23032"
"61.43300","0.00000","-5.18389"
"61.44300","0.00000","-5.13288"
"61.45300","0.00000","-5.08080"
"61.46300","0.00000","-5.03097"
"61.47300","0.00000","-4.98454"
"61.48300","0.00000","-4.93898"
"61.49300","0.00000","-4.89219"
"61.50300","0.00000","-4.84407"
"61.51300","0.00000","-4.79432"
"61.52300","0.00000","-4.74895"
"61.53300","0.00000","-4.70542"
"61.54300","0.00000","-4.66141"
"61.55300","0.00000","-4.61440"
"61.56300","0.00000","-4.55996"
"61.57300","0.00000","-4.50192"
"61.58300","0.00000","-4.44878"
"61.59300","0.00000","-4.40445"
"61.60300","0.00000","-4.36724"
"61.61300","0.00000","-4.33100"
"61.62300","0.00000","-4.28557"
"61.63300","0.00000","-4.22828"
"61.64300","0.00000","-4.16700"
"61.65300","0.00000","-4.10992"
"61.66300","0.00000","-4.06501"
"61.67300","0.00000","-4.03018"
"61.68300","0.00000","-3.99082"
"61.69300","0.00000","-3.94172"
"61.70300","0.00000","-3.88339"
"61.71300","0.00000","-3.82398"
"61.72300","0.00000","-3.77047"
"61.73300","0.00000","-3.72658"
"61.74300","0.00000","-3.68594"
"61.75300","0.00000","-3.64064"
"61.76300","0.00000","-3.59428"
"61.77300","0.00000","-3.54665"
"61.78300","0.00000","-3.50212"
"61.79300","0.00000","-3.46237"
"61.80300","0.00000","-3.41827"
"61.81300","0.00000","-3.36616"
"61.82300","0.00000","-3.30556"
"61.83300","0.00000","-3.24370"
"61.84300","0.00000","-3.19263"
"61.85300","0.00000","-3.15571"
"61.86300","0.00000","-3.12415"
"61.87300","0.00000","-3.08499"
"61.88300","0.00000","-3.03549"
"61.89300","0.00000","-2.97574"
"61.90300","0.00000","-2.91645"
"61.91300","0.00000","-2.86718"
"61.92300","0.00000","-2.82555"
"61.93300","0.00000","-2.78906"
"61.94300","0.00000","-2.75023"
"61.95300","0.00000","-2.70024"
"61.96300","0.00000","-2.64155"
"61.97300","0.00000","-2.58770"
"61.98300","0.00000","-2.54249"
"61.99300","0.00000","-2.50093"
"62.00300","0.00000","-2.45929"
"62.01300","0.00000","-2.40935"
"62.02300","0.00000","-2.35631"
"62.03300","0.00000","-2.30453"
"62.04300","0.00000","-2.25409"
"62.05300","0.00000","-2.20759"
"62.06300","0.00000","-2.16289"
"62.07300","0.00000","-2.11740"
"62.08300","0.00000","-2.06875"
"62.09300","0.00000","-2.01891"
"62.10300","0.00000","-1.97103"
"62.11300","0.00000","-1.92632"
"62.12300","0.00000","-1.88264"
"62.13300","0.00000","-1.83700"
"62.14300","0.00000","-1.78527"
"62.15300","0.00000","-1.73063"
"62.16300","0.00000","-1.67881"
"62.17300","0.00000","-1.63220"
"62.18300","0.00000","-1.59162"
"62.19300","0.00000","-1.55420"
"62.20300","0.00000","-1.51118"
"62.21300","0.00000","-1.45786"
"62.22300","0.00000","-1.40038"
"62.23300","0.00000","-1.34695"
"62.24300","0.00000","-1.30331"
"62.25300","0.00000","-1.26653"
"62.26300","0.00000","-1.23008"
"62.27300","0.00000","-1.18486"
"62.28300","0.00000","-1.13038"
"62.29300","0.00000","-1.07427"
"62.30300","0.00000","-1.02084"
"62.31300","0.00000","-0.97397"
"62.32300","0.00000","-0.93033"
"62.33300","0.00000","-0.88879"
"62.34300","0.00000","-0.84913"
"62.35300","0.00000","-0.80550"
"62.36300","0.00000","-0.75587"
"62.37300","0.00000","-0.70411"
"62.38300","0.00000","-0.65066"
"62.39300","0.00000","-0.59726"
"62.40300","0.00000","-0.54637"
"62.41300","0.00000","-0.49848"
"62.42300","0.00000","-0.45463"
"62.43300","0.00000","-0.42026"
"62.44300","0.00000","-0.38665"
"62.45300","0.00000","-0.33956"
"62.46300","0.00000","-0.28050"
"62.47300","0.00000","-0.21700"
"62.48300","0.00000","-0.15961"
"62.49300","0.00000","-0.11416"
"62.50300","0.00000","-0.08088"
"62.51300","0.00000","-0.04694"
"62.52300","0.00000","-0.00361"
"62.53300","0.00000","0.04868"
"62.54300","0.00000","0.11035"
"62.55300","0.00000","0.17077"
"62.56300","0.00000","0.22224"
"62.57300","0.00000","0.26631"
"62.58300","0.00000","0.30641"
"62.59300","0.00000","0.34934"
"62.60300","0.00000","0.39659"
"62.61300","0.00000","0.44807"
"62.62300","0.00000","0.50186"
"62.63300","0.00000","0.55297"
"62.64300","0.00000","0.59997"
"62.65300","0.00000","0.64663"
"62.66300","0.00000","0.69597"
"62.67300","0.00000","0.74354"
"62.68300","0.00000","0.78845"
"62.69300","0.00000","0.83005"
"62.70300","0.00000","0.87219"
"62.71300","0.00000","0.92320"
"62.72300","0.00000","0.98083"
"62.73300","0.00000","1.03927"
"62.74300","0.00000","1.08830"
"62.75300","0.00000","1.12967"
"62.76300","0.00000","1.17098"
"62.77300","0.00000","1.21158"
"62.78300","0.00000","1.25644"
"62.79300","0.00000","1.30679"
"62.80300","0.00000","1.36121"
"62.81300","0.00000","1.41459"
"62.82300","0.00000","1.46326"
"62.83300","0.00000","1.50841"
"62.84300","0.00000","1.55184"
"62.85300","0.00000","1.59872"
"62.86300","0.00000","1.64751"
"62.87300","0.00000","1.69856"
"62.88300","0.00000","1.75170"
"62.89300","0.00000","1.80221"
"62.90300","0.00000","1.84980"
"62.91300","0.00000","1.89303"
"62.92300","0.00000","1.93614"
"62.93300","0.00000","1.98114"
"62.94300","0.00000","2.02861"
"62.95300","0.00000","2.07971"
"62.96300","0.00000","2.13089"
"62.97300","0.00000","2.18235"
"62.98300","0.00000","2.23462"
"62.99300","0.00000","2.28540"
"63.00300","0.00000","2.33095"
"63.01300","0.00000","2.37133"
"63.02300","0.00000","2.41175"
"63.03300","0.00000","2.45658"
"63.04300","0.00000","2.50954"
"63.05300","0.00000","2.56502"
"63.06300","0.00000","2.61853"
"63.07300","0.00000","2.66690"
"63.08300","0.00000","2.70897"
"63.09300","0.00000","2.75201"
"63.10300","0.00000","2.79648"
"63.11300","0.00000","2.84258"
"63.12300","0.00000","2.89538"
"63.13300","0.00000","2.94918"
"63.14300","0.00000","3.00115"
"63.15300","0.00000","3.04891"
"63.16300","0.00000","3.09258"
"63.17300","0.00000","3.13246"
"63.18300","0.00000","3.17436"
"63.19300","0.00000","3.22175"
"63.20300","0.00000","3.27017"
"63.21300","0.00000","3.32599"
"63.22300","0.00000","3.38347"
"63.23300","0.00000","3.43696"
"63.24300","0.00000","3.48648"
"63.25300","0.00000","3.52816"
"63.26300","0.00000","3.56580"
"63.27300","0.00000","3.60355"
"63.28300","0.00000","3.64933"
"63.29300","0.00000","3.70440"
"63.30300","0.00000","3.76294"
"63.31300","0.00000","3.81744"
"63.32300","0.00000","3.86212"
"63.33300","0.00000","3.90408"
"63.34300","0.00000","3.94645"
"63.35300","0.00000","3.99294"
"63.36300","0.00000","4.04476"
"63.37300","0.00000","4.09390"
"63.38300","0.00000","4.13956"
"63.39300","0.00000","4.18505"
"63.40300","0.00000","4.23291"
"63.41300","0.00000","4.28298"
"63.42300","0.00000","4.33439"
"63.43300","0.00000","4.38745"
"63.44300","0.00000","4.43478"
"63.45300","0.00000","4.47972"
"63.46300","0.00000","4.52419"
"63.47300","0.00000","4.57036"
"63.48300","0.00000","4.62219"
"63.49300","0.00000","4.67691"
"63.50300","0.00000","4.73043"
"63.51300","0.00000","4.77740"
"63.52300","0.00000","4.81926"
"63.53300","0.00000","4.86251"
"63.54300","0.00000","4.91072"
"63.55300","0.00000","4.96522"
"63.56300","0.00000","5.02001"
"63.57300","0.00000","5.07124"
"63.58300","0.00000","5.11659"
"63.59300","0.00000","5.15714"
"63.60300","0.00000","5.19901"
"63.61300","0.00000","5.24642"
"63.62300","0.00000","5.29975"
"63.63300","0.00000","5.35537"
"63.64300","0.00000","5.40902"
"63.65300","0.00000","5.45628"
"63.66300","0.00000","5.49871"
"63.67300","0.00000","5.54257"
"63.68300","0.00000","5.58722"
"63.69300","0.00000","5.63168"
"63.70300","0.00000","5.67875"
"63.71300","0.00000","5.72841"
"63.72300","0.00000","5.78036"
"63.73300","0.00000","5.83311"
"63.74300","0.00000","5.88626"
"63.75300","0.00000","5.93233"
"63.76300","0.00000","5.97272"
"63.77300","0.00000","6.01216"
"63.78300","0.00000","6.05559"
"63.79300","0.00000","6.11058"
"63.80300","0.00000","6.17172"
"63.81300","0.00000","6.23178"
"63.82300","0.00000","6.28278"
"63.83300","0.00000","6.32152"
"63.84300","0.00000","6.35709"
"63.85300","0.00000","6.39634"
"63.86300","0.00000","6.44525"
"63.87300","0.00000","6.49894"
"63.88300","0.00000","6.55472"
"63.89300","0.00000","6.61164"
"63.90300","0.00000","6.65791"
"63.91300","0.00000","6.70146"
"63.92300","0.00000","6.74708"
"63.93300","0.00000","6.79528"
"63.94300","0.00000","6.84776"
"63.95300","0.00000","6.89834"
"63.96300","0.00000","6.94602"
"63.97300","0.00000","6.99248"
"63.98300","0.00000","7.04077"
"63.99300","0.00000","7.08935"
"64.00300","0.00000","7.14258"
"64.01300","0.00000","7.19418"
"64.02300","0.00000","7.23890"
"64.03300","0.00000","7.28252"
"64.04300","0.00000","7.32647"
"64.05300","0.00000","7.37402"
"64.06300","0.00000","7.42793"
"64.07300","0.00000","7.48179"
"64.08300","0.00000","7.52958"
"64.09300","0.00000","7.56829"
"64.10300","0.00000","7.60682"
"64.11300","0.00000","7.65350"
"64.12300","0.00000","7.71195"
"64.13300","0.00000","7.77413"
"64.14300","0.00000","7.82484"
"64.15300","0.00000","7.86517"
"64.16300","0.00000","7.90078"
"64.17300","0.00000","7.93991"
"64.18300","0.00000","7.99000"
"64.19300","0.00000","8.04577"
"64.20300","0.00000","8.10306"
"64.21300","0.00000","8.15583"
"64.22300","0.00000","8.20081"
"64.23300","0.00000","8.24110"
"64.24300","0.00000","8.28417"
"64.25300","0.00000","8.33518"
"64.26300","0.00000","8.38907"
"64.27300","0.00000","8.43939"
"64.28300","0.00000","8.48541"
"64.29300","0.00000","8.53116"
"64.30300","0.00000","8.58002"
"64.31300","0.00000","8.63284"
"64.32300","0.00000","8.68762"
"64.33300","0.00000","8.73779"
"64.34300","0.00000","8.77769"
"64.35300","0.00000","8.79199"
"64.36300","0.00000","8.78076"
"64.37300","0.00000","8.75749"
"64.38300","0.00000","8.73042"
"64.39300","0.00000","8.69455"
"64.40300","0.00000","8.64316"
"64.41300","0.00000","8.57764"
"64.42300","0.00000","8.50904"
"64.43300","0.00000","8.44794"
"64.44300","0.00000","8.39998"
"64.45300","0.00000","8.36048"
"64.46300","0.00000","8.32553"
"64.47300","0.00000","8.28632"
"64.48300","0.00000","8.23456"
"64.49300","0.00000","8.17824"
"64.50300","0.00000","8.12180"
"64.51300","0.00000","8.06863"
"64.52300","0.00000","8.02184"
"64.53300","0.00000","7.97768"
"64.54300","0.00000","7.92960"
"64.55300","0.00000","7.87863"
"64.56300","0.00000","7.83304"
"64.57300","0.00000","7.79136"
"64.58300","0.00000","7.75217"
"64.59300","0.00000","7.70813"
"64.60300","0.00000","7.65271"
"64.61300","0.00000","7.59420"
"64.62300","0.00000","7.53882"
"64.63300","0.00000","7.49207"
"64.64300","0.00000","7.45409"
"64.65300","0.00000","7.41816"
"64.66300","0.00000","7.37614"
"64.67300","0.00000","7.32172"
"64.68300","0.00000","7.26104"
"64.69300","0.00000","7.20129"
"64.70300","0.00000","7.15279"
"64.71300","0.00000","7.11515"
"64.72300","0.00000","7.07753"
"64.73300","0.00000","7.03535"
"64.74300","0.00000","6.98358"
"64.75300","0.00000","6.92522"
"64.76300","0.00000","6.86715"
"64.77300","0.00000","6.81552"
"64.78300","0.00000","6.76555"
"64.79300","0.00000","6.71862"
"64.80300","0.00000","6.67583"
"64.81300","0.00000","6.62989"
"64.82300","0.00000","6.58332"
"64.83300","0.00000","6.53714"
"64.84300","0.00000","6.48807"
"64.85300","0.00000","6.43648"
"64.86300","0.00000","6.38187"
"64.87300","0.00000","6.32978"
"64.88300","0.00000","6.28357"
"64.89300","0.00000","6.23957"
"64.90300","0.00000","6.19800"
"64.91300","0.00000","6.15322"
"64.92300","0.00000","6.10435"
"64.93300","0.00000","6.05223"
"64.94300","0.00000","5.99978"
"64.95300","0.00000","5.94903"
"64.96300","0.00000","5.90302"
"64.97300","0.00000","5.86073"
"64.98300","0.00000","5.81523"
"64.99300","0.00000","5.76267"
"65.00300","0.00000","5.70696"
"65.01300","0.00000","5.65657"
"65.02300","0.00000","5.61167"
"65.03300","0.00000","5.57050"
"65.04300","0.00000","5.53000"
"65.05300","0.00000","5.48622"
"65.06300","0.00000","5.43699"
"65.07300","0.00000","5.38378"
"65.08300","0.00000","5.32766"
"65.09300","0.00000","5.27140"
"65.10300","0.00000","5.22001"
"65.11300","0.00000","5.17467"
"65.12300","0.00000","5.13261"
"65.13300","0.00000","5.09320"
"65.14300","0.00000","5.05456"
"65.15300","0.00000","5.01013"
"65.16300","0.00000","4.95933"
"65.17300","0.00000","4.90198"
"65.18300","0.00000","4.84149"
"65.19300","0.00000","4.78816"
"65.20300","0.00000","4.74348"
"65.21300","0.00000","4.70240"
"65.22300","0.00000","4.66223"
"65.23300","0.00000","4.61975"
"65.24300","0.00000","4.56958"
"65.25300","0.00000","4.51324"
"65.26300","0.00000","4.45428"
"65.27300","0.00000","4.39781"
"65.28300","0.00000","4.35062"
"65.29300","0.00000","4.30870"
"65.30300","0.00000","4.26724"
"65.31300","0.00000","4.22165"
"65.32300","0.00000","4.17363"
"65.33300","0.00000","4.12336"
"65.34300","0.00000","4.07186"
"65.35300","0.00000","4.02125"
"65.36300","0.00000","3.96999"
"65.37300","0.00000","3.92303"
"65.38300","0.00000","3.88150"
"65.39300","0.00000","3.83835"
"65.40300","0.00000","3.79464"
"65.41300","0.00000","3.75009"
"65.42300","0.00000","3.69946"
"65.43300","0.00000","3.64350"
"65.44300","0.00000","3.58987"
"65.45300","0.00000","3.53942"
"65.46300","0.00000","3.49278"
"65.47300","0.00000","3.45396"
"65.48300","0.00000","3.41262"
