Time,Extension,Load
(s),(mm),(N)
"0.00000","0.01562","-0.14674"
"0.05000","0.01619","-0.10816"
"0.10000","0.02121","-0.21883"
"0.15000","0.02909","-0.13406"
"0.20000","0.04557","-0.17734"
"0.25000","0.05808","-0.20314"
"0.30000","0.06980","-0.27878"
"0.35000","0.08144","-0.23091"
"0.40000","0.09289","-0.24200"
"0.45000","0.10504","-0.28312"
"0.50000","0.11668","-0.30813"
"0.55000","0.12802","-0.28805"
"0.60000","0.14003","-0.32343"
"0.65000","0.15160","-0.37010"
"0.70000","0.16301","-0.36433"
"0.75000","0.17526","-0.36876"
"0.80000","0.18654","-0.40452"
"0.85000","0.19817","-0.41663"
"0.90000","0.21003","-0.43874"
"0.95000","0.22140","-0.47595"
"1.00000","0.23333","-0.47647"
"1.05000","0.24500","-0.49040"
"1.10000","0.25631","-0.49963"
"1.15000","0.26818","-0.50784"
"1.20000","0.27986","-0.47795"
"1.25000","0.29128","-0.47340"
"1.30000","0.30348","-0.55196"
"1.35000","0.31498","-0.61768"
"1.40000","0.32642","-0.63791"
"1.45000","0.33833","-0.66684"
"1.50000","0.34991","-0.69889"
"1.55000","0.36164","-0.69297"
"1.60000","0.37326","-0.70642"
"1.65000","0.38473","-0.75137"
"1.70000","0.39658","-0.74383"
"1.75000","0.40826","-0.76815"
"1.80000","0.41976","-0.78126"
"1.85000","0.43170","-0.80134"
"1.90000","0.44320","-0.81404"
"1.95000","0.45459","-0.82984"
"2.00000","0.46655","-0.85022"
"2.05000","0.47836","-0.88996"
"2.10000","0.49006","-0.90864"
"2.15000","0.50168","-0.92454"
"2.20000","0.51313","-0.92200"
"2.25000","0.52486","-0.95143"
"2.30000","0.53660","-0.96402"
"2.35000","0.54803","-0.98710"
"2.40000","0.56011","-1.00737"
"2.45000","0.57151","-1.01999"
"2.50000","0.58286","-1.03268"
"2.55000","0.59488","-1.05606"
"2.60000","0.60643","-1.06304"
"2.65000","0.61809","-1.08814"
"2.70000","0.63003","-1.12136"
"2.75000","0.64138","-1.14738"
"2.80000","0.65322","-1.13518"
"2.85000","0.66521","-1.17844"
"2.90000","0.67648","-1.19433"
"2.95000","0.68843","-1.19972"
"3.00000","0.69980","-1.23804"
"3.05000","0.71121","-1.23924"
"3.10000","0.72345","-1.28009"
"3.15000","0.73493","-1.26871"
"3.20000","0.74636","-1.28880"
"3.25000","0.75834","-1.31305"
"3.30000","0.76973","-1.33484"
"3.35000","0.78129","-1.34372"
"3.40000","0.79343","-1.39196"
"3.45000","0.80487","-1.37796"
"3.50000","0.81653","-1.41365"
"3.55000","0.82822","-1.42318"
"3.60000","0.83961","-1.44596"
"3.65000","0.85173","-1.45566"
"3.70000","0.86342","-1.49363"
"3.75000","0.87470","-1.49803"
"3.80000","0.88665","-1.51596"
"3.85000","0.89816","-1.52317"
"3.90000","0.90960","-1.55063"
"3.95000","0.92181","-1.58251"
"4.00000","0.93321","-1.58628"
"4.05000","0.94467","-1.60260"
"4.10000","0.95653","-1.64329"
"4.15000","0.96807","-1.64397"
"4.20000","0.97988","-1.65393"
"4.25000","0.99174","-1.67639"
"4.30000","1.00318","-1.70280"
"4.35000","1.01492","-1.71640"
"4.40000","1.02664","-1.71522"
"4.45000","1.03805","-1.75100"
"4.50000","1.04991","-1.75868"
"4.55000","1.06148","-1.77288"
"4.60000","1.07301","-1.77267"
"4.65000","1.08493","-1.80894"
"4.70000","1.09653","-1.84432"
"4.75000","1.10813","-1.84753"
"4.80000","1.11989","-1.87821"
"4.85000","1.13142","-1.89690"
"4.90000","1.14319","-1.88994"
"4.95000","1.15508","-1.93284"
"5.00000","1.16661","-1.93302"
"5.05000","1.17844","-1.97225"
"5.10000","1.18990","-1.97074"
"5.15000","1.20140","-2.01838"
"5.20000","1.21333","-2.02082"
"5.25000","1.22486","-2.02197"
"5.30000","1.23650","-2.04446"
"5.35000","1.24843","-2.06395"
"5.40000","1.25978","-2.08439"
"5.45000","1.27138","-2.09716"
"5.50000","1.28323","-2.12811"
"5.55000","1.29467","-2.15190"
"5.60000","1.30669","-2.15035"
"5.65000","1.31824","-2.14790"
"5.70000","1.32959","-2.19450"
"5.75000","1.34179","-2.21601"
"5.80000","1.35328","-2.21543"
"5.85000","1.36480","-2.23794"
"5.90000","1.37679","-2.28717"
"5.95000","1.38803","-2.26743"
"6.00000","1.39968","-2.29648"
"6.05000","1.41182","-2.32465"
"6.10000","1.42314","-2.34029"
"6.15000","1.43490","-2.36249"
"6.20000","1.44653","-2.38868"
"6.25000","1.45786","-2.38780"
"6.30000","1.46994","-2.40921"
"6.35000","1.48164","-2.41174"
"6.40000","1.49304","-2.43397"
"6.45000","1.50506","-2.43785"
"6.50000","1.51655","-2.44726"
"6.55000","1.52793","-2.47342"
"6.60000","1.54028","-2.52501"
"6.65000","1.55160","-2.54060"
"6.70000","1.56320","-2.56853"
"6.75000","1.57500","-2.59892"
"6.80000","1.58634","-2.60686"
"6.85000","1.59821","-2.63169"
"6.90000","1.61001","-2.64922"
"6.95000","1.62137","-2.66289"
"7.00000","1.63322","-2.68562"
"7.05000","1.64485","-2.67764"
"7.10000","1.65626","-2.70533"
"7.15000","1.66845","-2.73545"
"7.20000","1.67997","-2.72994"
"7.25000","1.69144","-2.75521"
"7.30000","1.70318","-2.77832"
"7.35000","1.71478","-2.79542"
"7.40000","1.72652","-2.79371"
"7.45000","1.73829","-2.82767"
"7.50000","1.74978","-2.84135"
"7.55000","1.76147","-2.87138"
"7.60000","1.77310","-2.88084"
"7.65000","1.78484","-2.90874"
"7.70000","1.79687","-2.91497"
"7.75000","1.80824","-2.94859"
"7.80000","1.81969","-2.94282"
"7.85000","1.83147","-2.98727"
"7.90000","1.84319","-2.97537"
"7.95000","1.85499","-3.01353"
"8.00000","1.86681","-3.03232"
"8.05000","1.87833","-3.05184"
"8.10000","1.88987","-3.03879"
"8.15000","1.90161","-3.08150"
"8.20000","1.91303","-3.09821"
"8.25000","1.92501","-3.10477"
"8.30000","1.93651","-3.12556"
"8.35000","1.94790","-3.15879"
"8.40000","1.95978","-3.15301"
"8.45000","1.97151","-3.16876"
"8.50000","1.98317","-3.18715"
"8.55000","1.99516","-3.22092"
"8.60000","2.00652","-3.23607"
"8.65000","2.01809","-3.24348"
"8.70000","2.03006","-3.27392"
"8.75000","2.04144","-3.28417"
"8.80000","2.05338","-3.30677"
"8.85000","2.06495","-3.29672"
"8.90000","2.07624","-3.32114"
"8.95000","2.08833","-3.34974"
"9.00000","2.09994","-3.34842"
"9.05000","2.11138","-3.36143"
"9.10000","2.12343","-3.40929"
"9.15000","2.13480","-3.41357"
"9.20000","2.14617","-3.43564"
"9.25000","2.15838","-3.43588"
"9.30000","2.16981","-3.46670"
"9.35000","2.18136","-3.46142"
"9.40000","2.19324","-3.49273"
"9.45000","2.20459","-3.50629"
"9.50000","2.21661","-3.52878"
"9.55000","2.22872","-3.54856"
"9.60000","2.23985","-3.54402"
"9.65000","2.25176","-3.57300"
"9.70000","2.26326","-3.59793"
"9.75000","2.27451","-3.60209"
"9.80000","2.28676","-3.64429"
"9.85000","2.29826","-3.65262"
"9.90000","2.30970","-3.65448"
"9.95000","2.32158","-3.69145"
"10.00000","2.33308","-3.70148"
"10.05000","2.34473","-3.69967"
"10.10000","2.35674","-3.70241"
"10.15000","2.36820","-3.72279"
"10.20000","2.37999","-3.68459"
"10.25000","2.39159","-3.64036"
"10.30000","2.40305","-3.61989"
"10.35000","2.41513","-3.61239"
"10.40000","2.42657","-3.56313"
"10.45000","2.43814","-3.54210"
"10.50000","2.44995","-3.52266"
"10.55000","2.46145","-3.49625"
"10.60000","2.47310","-3.45952"
"10.65000","2.48492","-3.44101"
"10.70000","2.49648","-3.40546"
"10.75000","2.50816","-3.39054"
"10.80000","2.51985","-3.34785"
"10.85000","2.53146","-3.32713"
"10.90000","2.54349","-3.30391"
"10.95000","2.55491","-3.26807"
"11.00000","2.56647","-3.24489"
"11.05000","2.57828","-3.22928"
"11.10000","2.58974","-3.18371"
"11.15000","2.60146","-3.16878"
"11.20000","2.61345","-3.13984"
"11.25000","2.62481","-3.11696"
"11.30000","2.63628","-3.07170"
"11.35000","2.64807","-3.05992"
"11.40000","2.65963","-3.03399"
"11.45000","2.67181","-2.99393"
"11.50000","2.68335","-2.97268"
"11.55000","2.69466","-2.94423"
"11.60000","2.70668","-2.93189"
"11.65000","2.71823","-2.88352"
"11.70000","2.72979","-2.85660"
"11.75000","2.74189","-2.83443"
"11.80000","2.75322","-2.81568"
"11.85000","2.76465","-2.76338"
"11.90000","2.77672","-2.76225"
"11.95000","2.78809","-2.72362"
"12.00000","2.79972","-2.70623"
"12.00200","2.80021","-2.70625"
"12.00300","2.80045","-2.70640"
"12.00400","2.80070","-2.70655"
"12.05400","2.80855","-2.69772"
"12.10400","2.80279","-2.68168"
"12.15400","2.79326","-2.73402"
"12.20400","2.77859","-2.73428"
"12.25400","2.76671","-2.77061"
"12.30400","2.75462","-2.79263"
"12.35400","2.74311","-2.83571"
"12.40400","2.73130","-2.86012"
"12.45400","2.71924","-2.87558"
"12.50400","2.70786","-2.91873"
